episode,last reward,average reward,step0,step1,step2,step3
-5.839157127163707,-7.985663931913374,-7.799259259528645,-7.665785570479755,
20,-117.24397205459766,-111.57509230702539,-6.033628478340349,-7.721611754523186,-8.056385050330507,-8.442322335802485,
40,-87.84455323907876,-97.32326951697573,-5.846516700740434,-7.850981115027943,-8.489656562754304,-8.479898284558091,
60,-97.5975038035785,-87.61612042691794,-6.997595824685841,-7.893832698054015,-8.402562471649674,-8.4863928985745,
80,-78.7640869110844,-78.1807123680419,-6.999177446544898,-8.666980977489306,-8.548187332781701,-8.962556260989409,
100,-76.3591741243848,-70.59258305152301,-6.867893146728789,-8.262931975299912,-8.271804264901736,-8.704367603584704,
120,-74.16963685589803,-63.38675171941493,-7.183229127666532,-8.151997447241039,-8.29814100636433,-9.235240717950012,
140,-53.61238867301953,-56.82814710344067,-7.709120987531291,-8.203261170011439,-8.643291439808179,-8.79299356633096,
160,-62.95043926098083,-50.663055157433874,-7.307004614798841,-8.710419979409576,-8.917295002225622,-9.138229870685329,
180,-46.435303770667836,-47.66795603445299,-7.315548859596101,-8.58057856812518,-8.32573441881084,-8.6562642088861,
200,-34.34631881225005,-42.707135379572094,-7.414215523874719,-8.836031218042367,-8.962248308491567,-8.821455272576543,
220,-50.28043616367842,-38.99541173401389,-8.213545547357219,-8.233342511206665,-8.90296359276999,-9.261674716268292,
240,-36.23602119287364,-35.935342008948766,-7.759476324895228,-8.601827458694864,-8.557241201271738,-8.221150789052015,
260,-39.509698691672476,-32.86311156633111,-8.016835118709944,-9.011848202317625,-9.343962593249165,-9.803288771161982,
280,-32.78641469970846,-30.08919653568077,-8.686821090971844,-9.283979189299187,-9.325857271475261,-9.451927523734453,
300,-23.8009742162908,-28.196104482693453,-8.443563231327111,-9.362884706061356,-9.380737703105394,-9.843252219523446,
320,-27.242030967722325,-26.3960422275866,-8.067781536504453,-8.698926136211252,-9.011621970258567,-9.035826785882525,
340,-24.83410474285339,-24.290132728213493,-8.431991021911328,-9.149430946836649,-9.132068812260648,-9.357513179197007,
360,-19.367148016579193,-22.49033636019133,-8.207558432991119,-9.080814201040209,-8.988387976432415,-8.613622769077917,
380,-19.23132734292994,-21.05435900941887,-9.221770836252109,-9.18538035198145,-9.657072952423254,-9.116737179183623,
400,-18.18714388136276,-19.851733109940117,-8.35457466561093,-9.507533648088243,-9.724993106337596,-9.89468932909301,
420,-26.08072763399222,-18.986301478934447,-8.690970899916902,-9.520319311357548,-9.92703492074962,-9.871641402309267,
440,-19.881549349443482,-17.920424498939035,-7.7218051159075305,-9.084120436690911,-9.208000139839598,-9.342020984612951,
460,-17.811609520787655,-16.85638031395673,-8.426594899466611,-9.733574459121495,-9.76227076780671,-9.887815461511494,
480,-14.017553937128,-15.980501534463244,-7.765449335711084,-9.860243931635987,-9.587515401685879,-10.373059883917264,
500,-13.321160087374398,-15.052204927031564,-8.823097718267816,-8.86017262813298,-9.170869791979705,-9.920567913159841,
520,-9.656233086573229,-14.290342051241213,-8.708257617825922,-8.761737824718399,-9.060547844351781,-9.356893953407136,
540,-11.179366346076941,-13.608843059655982,-8.845109343757413,-8.789952411284382,-8.692512604030433,-8.746853451950273,
560,-14.883347228806254,-12.928221297042885,-8.277122648809609,-8.87234378872379,-8.557503818693926,-8.774079458316946,
580,-15.548051115357941,-12.440262504100483,-7.568015562093246,-8.534601703767517,-8.503234387000928,-8.420868573851312,
600,-12.321201227795505,-11.615682716131225,-8.895368564407258,-8.000167364983875,-8.534930345325256,-8.011612133236916,
620,-17.971348854436176,-11.314455447977958,-7.729206313812785,-8.523495333277005,-8.829640745428287,-8.899460198070434,
640,-13.336516441524214,-10.595739431228504,-8.480267140255593,-8.32481388041661,-8.617051566088943,-8.743734070748879,
660,-13.585138404307765,-10.273352145798158,-8.381311679342362,-8.473017547630157,-9.14822649434972,-8.886141472662128,
680,-7.402186859072627,-10.118892951150036,-7.782566720890923,-8.55147029632783,-8.687844047621105,-9.039129962188623,
700,-10.724806560783259,-9.6247060230897,-8.059604534165603,-8.812078048622205,-8.934284001609024,-8.918878891872923,
720,-13.864057615290776,-9.071495102074781,-7.141059836989662,-8.864862885717264,-8.838958221228383,-8.317258939811605,
740,-6.225102598158106,-9.098976524470338,-8.315062108616578,-8.081135850496578,-8.568942315453986,-8.590264666125558,
760,-8.203752639469062,-8.492676050801375,-8.211249483036122,-8.220720383467558,-9.010194630728632,-8.773126453831653,
780,-9.331315095700472,-8.24618057067958,-7.925215921089295,-8.27633117485977,-8.548723661503168,-8.74821434016678,
800,-4.6569563220933,-8.173875809953149,-7.304754695358197,-8.654240694264132,-8.674356910243835,-9.055665403598777,
820,-3.558403317640942,-7.715021893170844,-8.398896521021229,-8.207839864533392,-8.440933888383212,-8.415320586493108,
840,-6.28380237392291,-7.549508321731418,-7.5684201115282725,-8.38760037378152,-8.584789812464267,-8.687948965629406,
860,-10.757436020905942,-7.177596293402764,-7.562288547807914,-8.686238996150715,-8.678058900344169,-8.4264030963719,
880,-5.484756406711325,-7.312272769842132,-8.745595730499593,-8.587895029955567,-8.88763005474614,-8.932139230005436,
900,-6.334389438406881,-7.13044783268323,-8.118189744742864,-8.536900329877334,-8.876061002912046,-8.721494546188197,
920,-3.741645847974997,-6.909992383741133,-7.939025633450308,-8.833521963930728,-8.827439832931018,-8.955485706988641,
940,-3.3958728530804834,-6.759198349149024,-6.919719580798154,-8.571394352458894,-8.52012302838812,-8.566976039314063,
960,-7.848989794337889,-6.438270800190022,-7.839295854083405,-8.63742431653938,-8.940174187409609,-9.036973699375052,
980,-7.640948996491471,-6.496213399794467,-7.111272799308857,-8.89798231996312,-8.857715534992112,-9.77439583420388,
1000,-3.5614377821787007,-6.1270854972004205,-8.081470336285584,-9.073070433076605,-8.966922278121636,-8.863185302527253,
1020,-1.6834076495721253,-6.352175358617957,-8.006199066489256,-8.774172997875997,-8.43545697394241,-8.781782962250096,
1040,-3.9766027592448565,-6.128869063865822,-7.213341396799718,-8.441520197709957,-8.592258621774864,-9.02499926050006,
1060,-7.471519592712651,-6.149113333181222,-7.318599062213614,-8.484534704983028,-8.69690589211672,-9.22280385639039,
1080,-3.4243536071674145,-6.1193730716980275,-8.074342489541024,-8.645674788661028,-9.18742688389519,-8.94254081873144,
