episode,last reward,average reward,step0,stephalfstep1,step2,step3,step10
-7.643065062743236,-7.643295134327582,-7.811688086794026,-7.899444298353689,-7.965043398735369,-8.466615374882187,
5,-108.08608409580224,-109.39501880733712,-7.614064091966158,-10.111698082433273,-9.736244268978117,-9.758123525040197,-10.086042607990601,-9.737098864423112,
10,-91.16448622975237,-97.94911653553363,-7.636521963324387,-10.336196735138538,-10.160286836908718,-10.196811199500985,-10.39999489454749,-9.901526087829573,
15,-114.963052184224,-87.42888928952814,-7.678393486150125,-9.869488271135271,-9.99999296863809,-9.9364612912202,-10.031218315429205,-10.099026253311349,
20,-81.9822555972868,-78.76015516227538,-7.982944222949219,-9.943612887520695,-9.96216924765497,-9.94399499151652,-9.982500827787357,-10.275491573383444,
25,-96.96182426014168,-69.6298637802442,-8.497977508617117,-10.4957233960236,-10.146302423673163,-10.010440872463292,-9.997857437572545,-10.187713051568124,
30,-57.009625252246174,-62.25981384317724,-8.254305580789127,-10.285497033339245,-10.234968206125327,-10.122417602592636,-10.323122132296335,-10.661267598903327,
35,-57.18339212542172,-56.99817125890997,-8.466527014194115,-10.56190504980037,-10.39066482088933,-10.475641836212603,-10.52450351327448,-10.75100485680868,
40,-44.18494881835288,-51.46698941982288,-8.245511326079567,-10.67067792595581,-10.599428466338905,-10.460978474366273,-10.677489851031757,-10.41970476248887,
45,-41.7790269602771,-47.23497383417815,-8.590641011363015,-10.341360845455739,-10.324301100608949,-10.417134567104121,-10.62793184885939,-10.862800396419349,
50,-45.27958013499431,-42.50407106912713,-8.528473697638733,-10.643365738698028,-10.68626632014764,-10.596311412464834,-10.623616889480994,-11.465147496920807,
55,-38.95870538381515,-39.02620697419347,-8.530273894993723,-10.789939776640317,-10.62373083047749,-10.664282221697738,-10.691954239208693,-11.105610953377395,
60,-41.70839889051053,-35.7900933663741,-8.463103726709564,-11.045599212276866,-10.641458952024921,-10.823952682084162,-10.98945264510696,-11.185069019563608,
65,-40.16454132322604,-32.59655982795746,-8.82103070763187,-11.019248110074837,-10.905477786298405,-10.892715703565035,-10.868223997206568,-11.204391478956152,
70,-36.65598107783391,-30.09784587999703,-8.199951213430769,-11.175497204441482,-11.219928446930634,-11.228079216804419,-11.112994799552304,-11.126006655688627,
75,-24.5964932234822,-28.235999545258263,-8.71939142602363,-11.138615894875153,-11.063365005474989,-11.026351200392131,-10.975442721703432,-11.554872279322252,
80,-31.32360842367785,-26.183305479549983,-8.888695500936414,-11.504313029951001,-11.076498762626905,-11.274035530335421,-11.140146392374417,-11.110407054214928,
85,-17.228042798496475,-24.017367043851856,-8.678759860268695,-11.4099455479056,-11.14473741103261,-11.251847315711917,-11.331718485630102,-11.349607521014725,
90,-17.80138988665252,-22.585701788009455,-8.565318204004507,-11.503610125928429,-11.628776731270642,-11.455516537592404,-11.627733447811334,-11.52195859628511,
95,-18.488012466388817,-21.249159728284717,-8.770010352756119,-11.017608154671562,-11.250286770271284,-10.9229481672363,-10.951044774613951,-11.461965669002884,
100,-27.259653398486314,-20.033258570854375,-8.11838902374874,-11.64699420934848,-11.997281540044577,-11.740896444673014,-11.46778496730014,-10.904479433410907,
105,-15.382712808189213,-19.009998894696,-8.679996313648564,-11.416955070174803,-11.208936521492863,-11.112100062540003,-11.199701497856163,-11.185746511223467,
110,-15.53974746275879,-17.705277342322493,-8.462577949231544,-11.065896838187571,-10.84485281127776,-10.855391801068798,-10.936499676336616,-11.556717573980922,
115,-20.799894933168527,-17.014531655465984,-9.038642650307246,-11.131492378492496,-10.903074377354006,-10.823793824287591,-11.063871076569786,-11.327588872826853,
120,-16.03803791361863,-16.43449715054662,-8.20729972882361,-11.316450463662798,-10.994348853246306,-11.02466674933961,-10.995314968879798,-11.228371919042539,
125,-22.410948704724145,-15.68064336260475,-8.242393273959037,-11.069415757870463,-11.237582726559793,-11.127266037874344,-11.235812105655175,-11.370865028761656,
130,-12.995278222014111,-14.745502153397197,-8.375562538958444,-10.898639671253811,-10.712626856199359,-10.827380869577151,-10.802204521285036,-11.209578978770928,
135,-14.40654425624084,-13.674658280047364,-8.767215312972223,-10.851965665185734,-10.644234370453496,-10.653817509743517,-10.67594397902491,-11.174456080434394,
140,-13.445677819296098,-13.428337429502937,-8.811835188703359,-10.8072454454472,-10.879471695263451,-10.762222365322963,-10.907928945492007,-11.66418162270794,
145,-14.29804546855949,-12.955103929722359,-8.233234217508283,-11.361053524497516,-11.070573655884012,-11.17907104547016,-11.311016997062572,-11.061973535819215,
150,-8.414165264170371,-12.167834235410453,-8.036943162099396,-11.345994265902354,-11.009951593421704,-11.113263310096825,-11.106334471228253,-11.843990154344482,
155,-10.642754457591764,-11.808524344026088,-8.627153667234298,-11.10791640170227,-11.115746545166779,-11.054854210514012,-11.07198881998484,-11.329906131664803,
160,-9.396695528732053,-11.208497288797656,-7.718227056989932,-11.15206566524805,-11.183503502888934,-11.504030754836059,-11.596123541940518,-11.407489959177704,
165,-7.2060480988347635,-10.712642058643906,-8.579292216874078,-10.949807523879276,-10.853258658578419,-11.00920462362977,-11.110823443181438,-12.005253748747737,
170,-8.956408091316623,-10.029863658315598,-8.19460727356477,-11.050669519395653,-11.155491814884495,-11.290296779978318,-11.19182460531315,-11.606154523744927,
175,-8.96679984265182,-10.015721690501294,-8.172511478526491,-11.399782031144136,-11.481399406929665,-11.67148720401644,-11.59859620549407,-11.672386068393804,
180,-8.64246151232157,-9.45909049475231,-7.821383304901232,-11.288082890813476,-10.770197694278583,-10.922764243462618,-10.877831369187168,-11.27668499631445,
185,-11.333292649090788,-9.165630063402757,-8.336836585483285,-11.562932792853507,-10.89393902330944,-10.860416898781573,-10.917382991707798,-11.363250415507892,
190,-8.973362889806788,-8.618620743663115,-8.713646359233953,-11.534783820405451,-11.541449129276138,-11.502949347043385,-11.405978445617503,-11.452884901730464,
195,-8.289604958006606,-8.090078588914798,-8.57949763011684,-11.006717576826416,-10.925592561820554,-11.250313817596394,-11.444708773359457,-11.317025836789972,
200,-6.711685409502695,-7.962521822935663,-7.6280564895111125,-11.188153764889394,-11.139340556252861,-11.248724485184178,-10.995811490377946,-10.976371526406027,
205,-7.523090413111383,-8.042281619231012,-8.244253442818442,-11.256919134625212,-10.929780890730633,-10.963077894466863,-11.00424740854154,-11.521559560539298,
210,-3.9925277587676717,-7.513513720898673,-8.01798874406244,-11.443300895768061,-11.331695084743151,-11.454597925140682,-11.544680945135724,-12.177812602911624,
215,-5.220763777196552,-7.45556187695979,-7.875152043489911,-11.27142165574285,-11.058947721126415,-11.208133093136396,-11.205496977964664,-11.815992523438993,
220,-10.510471893583052,-7.382224122176022,-8.256353058015623,-10.983006628351294,-10.727430846137043,-10.746920858006222,-10.917410441216587,-11.878838986892859,
225,-7.558135642851063,-7.069627975441801,-8.067551043800298,-11.08362602220088,-11.095073441165706,-11.274764885625569,-11.460672654008963,-11.468255639570216,
230,-8.763453009012215,-7.225342949834422,-7.81673343475025,-11.214706992358579,-11.190461802700593,-11.255870228579802,-11.334834311221975,-11.8091775973591,
235,-4.317643045277134,-6.556280798905281,-7.672711874245401,-10.839717294311116,-10.760835796038984,-10.951291252701266,-10.937706454372622,-11.426569205442823,
240,-7.362172151678195,-6.379860666696461,-7.6496681872735,-10.33847469430255,-10.609315565800635,-10.552147727702701,-10.50843752685678,-11.106532617536073,
245,-14.384825571204146,-6.321052301476381,-8.27465301368336,-10.831252597589419,-10.752544575388965,-10.7338964800658,-10.875568687315194,-11.552014765623374,
250,-7.085297971768063,-6.299759574121901,-8.00226491206823,-10.782497024627164,-10.772203236629563,-10.760288310218067,-10.859034986823346,-11.458503088921965,
255,-3.420102264643976,-5.995486628347031,-7.905457720275301,-11.178640533342612,-11.389430169726808,-11.600590811177328,-11.786506949974237,-11.859705365991422,
260,-13.459248420705658,-6.147797263886836,-8.23968904725304,-11.28318255095232,-11.235434444505161,-11.314469931748297,-11.26899081726423,-12.18248705286578,
265,-8.08952837709853,-6.062961115899206,-7.6964203792331025,-11.385750639802634,-11.516731367105816,-11.502917962513624,-11.60731526384904,-11.69659006000156,
270,-8.068693419519505,-5.855804834764498,-8.142605912358706,-10.92640871017759,-10.835623527634638,-10.857480660852087,-10.817988009876023,-10.993223689627655,
275,-6.037570725714106,-5.784905438011434,-7.896630101536501,-10.624780160179427,-10.537226690330588,-10.730453754797365,-10.86815575071453,-11.026480126546987,
280,-6.5615367475094,-5.778378542090999,-8.430070345064085,-11.035765323665558,-10.94256392951409,-10.967282023529242,-11.242921592236572,-11.91468911269684,
285,-9.154143087570242,-5.662268850811306,-8.289351915263511,-10.399507144949125,-10.428037268521514,-10.554966623926028,-10.676989264489551,-11.13261940178556,
290,-10.896252902831444,-5.707196822303031,-8.541112335351405,-10.756563148098829,-10.538220831952808,-10.772000041053056,-10.901938598843808,-11.36011824052755,
295,-7.817571904918051,-5.78894249940393,-8.111150291153802,-10.850002444296214,-10.63092380063523,-10.983839866256538,-11.088895628345947,-12.124626993896888,
300,-2.9942899422221085,-5.942556584162758,-7.99369454544074,-11.135531983424787,-11.382345673604847,-11.477484340225605,-11.372526520845282,-11.889861983056042,
