episode,last reward,average reward,step0,step1,step2,step3,step10
1,-116.93551284831184,-111.29781599351419,2,-83.35294964194749,-98.44559568902883,3,-96.69764922013466,-88.44991791492596,4,-90.98513689809513,-77.99707232952407,5,-55.928358264414584,-70.31100164433774,6,-66.46027850797344,-63.69029931864311,7,-64.83845254320093,-56.86035767578178,8,-49.014072856407864,-51.93820951502099,9,-50.49882724594117,-46.99241890807521,10,-38.409448778583766,-43.847848021844996,11,-36.30332111342326,-39.46654758647602,12,-26.35859922211212,-36.20850148323518,13,-39.93440589562401,-33.156103209599245,14,-27.162288949675727,-30.69875380827811,15,-27.84471004386133,-28.31920125806064,16,-19.340175590462305,-26.166589775011992,17,-23.384576860751736,-24.49355626374037,18,-22.9932040078683,-23.004052223602777,19,-27.23000180659664,-21.605396815243175,20,-15.363104876862671,-19.91262394519007,21,-24.950203406153083,-19.05505032134457,22,-16.093591328332497,-17.933119663050192,23,-14.82535924707884,-17.132870442471052,24,-19.08580241778612,-15.941079894097651,25,-18.324504724916466,-15.366932194695528,26,-17.671075603324876,-14.299737313580396,27,-18.207942248389926,-13.91246697071695,28,-13.184188597791884,-12.977432113610966,29,-11.29272230464002,-12.523601502833422,30,-11.377641726252968,-11.868426362794121,31,-9.021622011737616,-11.23307258533063,32,-13.679641118232404,-10.720382451390451,33,-12.349415310316491,-10.334437338611616,34,-8.173205485929767,-9.89900625352977,35,-11.619661322099887,-9.510744298998844,36,-6.579149791904787,-8.650549469855077,37,-4.409175648296644,-8.747152484981644,38,-6.608153510458392,-8.518243136080608,39,-9.547248229405584,-7.6750117183374895,40,-6.695056934885363,-7.411102950980455,41,-5.092682513259214,-7.591807738374641,42,-5.568134516709646,-7.1173575268183376,43,-8.453455600356817,-6.829444889546982,44,-6.276709051334848,-6.933304438292909,45,-4.607877595504926,-6.274842611473584,46,-7.576098853529899,-6.454081933690529,47,-4.565787532190532,-6.043452545615029,48,-4.70899299878557,-6.069841678289058,49,-6.176222885599118,-6.02365075297069,50,-5.049271863274468,-5.695874252449218,51,-3.6557881694725856,-6.047062951622162,52,-5.7958875767528,-5.7755615603179615,53,-6.721832060691693,-5.527521177904281,54,-6.579063467665298,-5.715188347574339,55,-3.5038134448345124,-5.802582214910965,56,-8.415540492877145,-5.736740063393794,57,-10.139363730663087,-5.578996224697049,58,-6.113033375288826,-5.519614183887172,59,-5.494802966038389,-5.5341343113619414,60,-2.893832219172022,-5.470579288821922,61,-3.4915304151958964,-5.513859874015519,62,-6.188421698777047,-5.433117221863389,63,-1.9135899309232045,-5.39187060735568,64,-2.4002881010146218,-5.4009325018100975,65,-2.222968637031355,-5.373766768002604,66,-7.533207482276571,-5.285588620314365,67,-6.761809954841944,-5.357592255037264,68,-6.144481249433564,-5.372975858508371,69,-3.603968143707857,-5.283859300298643,70,-8.639959495741232,-5.439305687023315,71,-7.65722503690425,-5.17792624884363,72,-10.600551394985153,-5.248796564471982,73,-3.019980001609622,-5.253459783672507,74,-6.099888490305319,-5.383842995062896,75,-4.402989606060668,-5.183019575694405,76,-3.3334443779808014,-5.139167035164039,77,-3.4460903856030085,-5.063765018925761,78,-7.384196773338403,-5.241457258537416,79,-7.86067162228928,-5.077822926073263,80,-2.158961209703644,-5.056659349917633,81,-7.351643336287765,-5.015818804651052,82,-6.359038233907628,-5.121875823712447,83,-4.422087985892955,-5.021745455979891,84,-1.7264709024893898,-4.75831575853427,85,-5.090329153679919,-5.090908992398681,86,-4.2852221344083095,-4.673930175784627,87,-6.557883945002097,-5.062525060032425,88,-8.388436221773722,-5.0276695375201195,89,-2.6756575183172955,-5.136974572102057,90,-7.731897455183131,-4.947112253289255,91,-6.87961764956424,-5.029568930544075,92,-3.954213001128757,-5.186901236554595,93,-8.668783868142015,-4.854159679855687,
