episode,last reward,average reward,step0,step1,step2,step3,step10,qmodel
-8.110592526152942,-8.349220845599529,-8.459147231639548,-8.587877629879827,-9.345354578157512,-8.110523188412778,-8.110524175029495,-25.652495436072705,
1,-115.67486001055794,-109.25302347966579,episode,last reward,average reward,step0,step1,step2,step3,step10,qmodel
8,-29.746378890983625,-29.669237267812306,-11.003849238812649,-10.823180292134321,-10.760501108041762,-10.786676876403874,-11.722954794080799,-10.517560586201183,-10.583512293515197,-14.745847823195824,
8,-28.149534840874708,-29.290788212197228,-11.008268536070423,-11.096249485419913,-11.097366534903008,-11.12094398672861,-11.927305096627368,-10.799949537086487,-10.76643472878735,-14.426119580715952,
9,-25.21148175718371,-24.62645431766505,-10.969176076295733,-10.845677174532703,-10.879565577034626,-11.01140221964681,-11.567403393033805,-10.709633721335047,-10.745250515868277,-14.596104432876603,
9,-28.20258142689784,-25.01293989382875,-10.932768126594857,-10.874628273336723,-10.968522549608736,-11.10619927877776,-11.871535757080032,-10.23015257991368,-10.3246938108295,-14.392449615546234,
9,-23.716926056081846,-25.926395475731457,-10.637573992795968,-10.73743028047671,-10.79374090896164,-10.950880618918243,-11.932646872283215,-10.295454982261104,-10.398814499616218,-14.485907988123415,
9,-31.906343001008636,-25.73844797973512,-10.799756643929399,-10.814245003725475,-10.893338098760738,-11.009779011519845,-11.682444159890817,-10.407758792681083,-10.466218375275277,-14.60788670766966,
9,-22.50215238425252,-25.12674619401242,-10.92614578992308,-10.950555115462565,-11.096890201347776,-11.143209638006736,-12.190666926433886,-10.309631806755252,-10.345593761510273,-13.792999739570517,
10,-24.201423118208215,-22.166809446446955,-11.188793625311458,-10.96141997087302,-11.076673328112504,-11.245120485782852,-11.80584111601182,-11.046869269893836,-11.09184247528029,-14.611922176388644,
10,-21.19950893518062,-21.207535091334414,-10.68701784149476,-10.641176144890135,-10.848695266253245,-11.056842277077816,-11.982529311966664,-10.19581661432598,-10.278716486966523,-14.768399316908038,
10,-24.496639493692875,-22.790488771511498,-10.81270779999936,-10.9533564003624,-10.980192427507964,-11.165684946871833,-11.810695807645185,-10.45012693836774,-10.47075709064831,-14.995809103360079,
10,-21.377975731546954,-22.33733275910143,-10.998541814289588,-11.023721263208262,-11.062441500856949,-11.213467415682546,-12.001542787891783,-10.714853562659721,-10.758258003070313,-14.816207633075729,
10,-26.781285878482798,-22.14097586764997,-11.331170150266688,-10.999979362723945,-11.111804166850611,-11.1459639796397,-12.007915422352601,-10.956721460537299,-10.988359348893344,-14.57429727742275,
11,-16.87041123386122,-19.329806600467787,-11.291182940646184,-11.169674994490345,-11.203661285174963,-11.212402447002924,-12.19025568389891,-10.851898482782108,-10.923632461038494,-15.317396290561708,
11,-18.239988218679535,-19.252752501245812,-11.185035323385232,-11.228627898553519,-11.456063303578194,-11.482873570495078,-11.850929352475319,-10.82309465068545,-10.828775264640681,-14.680071073695734,
11,-23.087156096434295,-19.88268012680147,-11.09888092251667,-10.744966998402933,-10.965619478809783,-11.096363107469374,-11.981975494099816,-10.775340016903398,-10.807208105978884,-14.641626961583345,
11,-22.074695531447407,-19.844115390717942,-11.240989648913256,-11.205356695070625,-11.139128863880963,-11.300826741743672,-11.92820111912792,-10.744285768080395,-10.800230753403659,-15.173207808454107,
11,-22.454559860894992,-19.65176730953279,-11.122067034389145,-11.012668417926557,-11.10476077489268,-11.210251198276062,-11.952354623562632,-10.674541252740855,-10.715342275910954,-14.939744190213283,
12,-16.406416731561784,-17.209800064196386,-11.396851512754672,-11.240018062002884,-11.25294596965661,-11.316960610015304,-12.097844755840537,-11.159663366019197,-11.182413246458573,-15.641563807342301,
12,-12.829600578070854,-17.246675650912465,-11.301651369143807,-11.418604989436481,-11.601567916141802,-11.585529515734821,-11.963539313070553,-11.00458506374261,-11.014985355279638,-15.633162729064948,
12,-19.289052553467464,-18.32157869414911,-11.271102829399263,-11.051516926114541,-11.113877745589223,-11.294088366484772,-11.822031442534877,-10.571180745318006,-10.644664519318484,-14.940792238224592,
12,-10.199266511598687,-17.963098185403133,-11.124607360733304,-11.077076634831894,-10.987709221690615,-11.199695453263576,-11.926659227686477,-10.747118946503349,-10.773498496428955,-14.842457746961982,
12,-20.90748965288521,-18.188700028102332,-11.104362166367391,-11.044584323034222,-11.002888490137305,-11.002266447306448,-11.722321251835286,-10.837599647628906,-10.864465454767574,-15.49986481214236,
13,-18.418429390147825,-15.529814524086042,-11.034971233807235,-11.036013966123884,-11.191630092773783,-11.334004303519086,-11.916379177899376,-10.906587013206615,-10.914922714139369,-16.033060930466704,
13,-13.467240355559245,-16.238674137955773,-11.450803809625056,-11.33170557381059,-11.62279760949853,-11.62095489784704,-11.921482521206059,-11.25054309031086,-11.270642183213415,-15.89948412761429,
13,-12.137267183642615,-15.770007015687467,-11.503340401501566,-11.406043171637657,-11.513957565289129,-11.534333738284392,-12.352858236035313,-11.121447982340296,-11.154669091960388,-15.830958568160009,
13,-17.759366762142832,-16.062974779074228,-11.120455781794735,-10.969865248729846,-11.224617033110036,-11.31275464921512,-11.829142755426796,-10.804993484610879,-10.81150120705814,-15.257872578091717,
13,-21.80511839212337,-16.186609472697914,-10.983199382429767,-10.99816680730889,-11.096470803815357,-11.245942327457348,-12.04379581352956,-10.678474406703073,-10.683322903445301,-16.670518809311172,
14,-15.90234963302983,-13.930396289716732,-11.322707143124989,-11.38292838166246,-11.533802054112533,-11.577385840042053,-12.104264403922167,-10.997389684700003,-11.014363284500087,-16.33255268441906,
14,-11.040743945628627,-14.837047292997587,-11.4769840936352,-11.324610113472268,-11.416210908711307,-11.406695081433874,-12.007363257875719,-11.14328278233018,-11.213557855821474,-15.615799541147123,
14,-19.008353625314836,-14.310568023748157,-11.18305931957569,-11.11938131760974,-11.070130705961144,-11.283557394994459,-11.890594048352282,-10.925136938272303,-10.94445372337206,-16.156725666291972,
14,-11.28991008091437,-15.075885295681529,-11.42510359573865,-11.572219614767254,-11.723336340570615,-11.972833958275976,-12.580857237493365,-11.293967830395081,-11.345340982169665,-16.171630736089792,
14,-14.899864800043279,-14.474855853542108,-11.26991591168748,-11.13128661373263,-11.21064773341896,-11.303378007523698,-11.727021722519536,-10.90114742916295,-10.927731551824865,-15.916055744645815,
15,-9.86109888923936,-12.696667648335744,-11.398663027703735,-11.293168867987182,-11.520841248946443,-11.713505386830773,-12.177932853917318,-11.195759670673093,-11.21948034119017,-16.51014020035688,
15,-14.417517918248933,-13.467198795493642,-11.134641753402725,-11.347637478096868,-11.339548013907104,-11.416336791502461,-12.079769148827259,-10.976389872743573,-11.006052060013827,-15.79339823785341,
15,-11.264448350861988,-13.033127532174065,-11.279486339957066,-11.511221122911724,-11.513217615532554,-11.694141755340471,-12.381090870335411,-10.999945335032876,-11.040960764950928,-16.005142265132182,
15,-10.516356601385716,-13.629065394904112,-10.74501669575895,-10.858329363448624,-10.801433739410712,-10.865633442864993,-11.641570243592803,-10.499439506612935,-10.467013094185054,-16.37053967760945,
15,-19.654881469372967,-13.77537967181918,-11.159703011978605,-11.175403432406597,-11.426552087096148,-11.499870417714602,-11.994859013856352,-10.673000226344463,-10.684713710291222,-15.666954542141552,
16,-13.339646077985572,-11.498785684976045,-11.174063526392803,-11.033514947456528,-11.046815954289153,-11.24225443438483,-11.849886056477228,-10.990982440283693,-10.983644229962179,-16.65861055352439,
16,-16.583985552414173,-12.155710414146712,-10.927670618604008,-10.945593587556452,-11.037155693160795,-11.096026186612512,-12.330814632178592,-10.796495519701164,-10.814417636309562,-16.34776435517899,
16,-15.373944209129476,-11.897905187049146,-10.942350339563056,-11.012798128465334,-11.20018391185655,-11.250125882635794,-11.848375434762259,-10.660412531223916,-10.650819164570503,-16.934142213847974,
16,-11.054334068617617,-12.789526201067213,-11.66312141758723,-11.540239905635607,-11.695083373221076,-11.602147973018782,-12.18254269694611,-11.400544489729157,-11.441703459366071,-16.02800944248046,
16,-15.485835902005787,-12.47166933980262,-11.32734195989255,-11.063096578099481,-11.242645521867306,-11.242675045583832,-11.634607520021506,-11.181063383398971,-11.192085231690212,-17.208077897188122,
17,-15.07751131145497,-10.40156450446669,-11.291215238609679,-11.147955622719465,-11.291497861868098,-11.36663298373705,-11.663276750510988,-10.883503981820818,-10.88529006866297,-17.03828956130293,
17,-7.185402729925623,-11.308397673085752,-11.191215069731648,-11.111177222874987,-11.1389345913785,-11.199612347243951,-11.814108676944564,-11.025541063342407,-11.04461114208887,-16.17458307623141,
17,-8.183721998721724,-10.711657957365384,-11.579893928035883,-11.512563184289258,-11.539162897992668,-11.655658633340089,-12.45658845657114,-11.315297163670152,-11.344037230088185,-17.290626625530688,
17,-10.583533986267808,-11.704848093404458,-11.232178574920582,-11.004198180822595,-11.089465380241524,-11.18170596872474,-11.892779868746036,-11.096735453939718,-11.098872070354803,-17.304511287678714,
17,-10.633108818855904,-11.977903033177748,-11.257300112215619,-11.365113676700952,-11.465716699159515,-11.484273841926555,-12.29218221871779,-11.023880588363921,-11.022489112047795,-16.76751552647465,
18,-7.43674890762848,-9.714424635990886,-11.076667300614135,-11.152107321636077,-11.296047683108421,-11.5323564702595,-12.124724272412331,-10.770021551679346,-10.772103429526721,-16.487305688090895,
18,-6.60747991993922,-9.66578379776289,-11.290390338128153,-11.456763087490907,-11.304027051661807,-11.345107412421106,-12.146084863422532,-10.821394298419554,-10.834893231789732,-17.06303470316374,
18,-7.379251868468743,-10.594663942983074,-11.730950560241318,-11.676938468358351,-11.655277679077681,-11.818756064964692,-12.62208531692458,-11.427641786335979,-11.417937225828007,-17.675287769079194,
18,-12.673658419300468,-11.037040609829745,-11.226302677050198,-11.342539550749468,-11.517502373434397,-11.510605364645674,-12.491286520352125,-11.13751381706083,-11.139623660002208,-17.574291483815845,
18,-11.579572691970853,-11.024943124464986,-11.370475626644401,-11.271046264306985,-11.46174270414346,-11.582141098723728,-12.213389016895988,-11.202875407440722,-11.234356246846483,-16.954992984595815,
19,-8.486589792250731,-9.026275963890926,-11.088576133743247,-10.699976164145895,-10.952332168511443,-11.18003874561247,-11.862785415275871,-10.900692398263317,-10.922858962052924,-16.389315350356117,
19,-7.628981687835352,-9.101690079780466,-11.022326743775487,-10.711274241074438,-10.836552420918673,-10.949585812507786,-11.7802042264904,-10.664662493612461,-10.65861243688413,-17.75977866825395,
19,-5.5633593455364965,-10.065598896084845,-11.397736020586965,-11.409126038952923,-11.457683762053168,-11.55799268052867,-12.007415464922458,-11.390242887859426,-11.410682042798683,-16.832308868685093,
19,-11.566406617888845,-9.699133249231261,-11.29897529692177,-11.277813602218101,-11.45600627179645,-11.68248666352535,-12.007224442120124,-10.780775356534953,-10.765501104958274,-16.492555437998405,
19,-10.327633387611701,-10.296716731669695,-11.351014009798943,-11.382536899689105,-11.725542530488292,-11.754291870856276,-12.426018364281651,-10.941019862495805,-10.963277875495574,-17.812333205232697,
20,-8.368466517565313,-8.628507777453368,-10.955044413538646,-10.918457505207018,-11.094917439548098,-11.211285956052851,-11.746780560176541,-10.631079664855655,-10.643949300125689,-17.682614194796006,
20,-11.930847770428961,-9.337930042139453,-11.239266990698354,-11.124317817427716,-11.236992409056288,-11.22526020438241,-11.831805620687208,-11.011627753351371,-11.050555554727042,-16.686955642208456,
20,-6.537973758675879,-8.149098324282471,-11.595686618621036,-11.101897011214964,-11.18930803811045,-11.330034999431989,-12.177551775658575,-11.543457213725514,-11.566477470420168,-17.882119686017717,
20,-9.167385201771726,-9.527573198879546,-11.01468926257629,-11.240890991780152,-11.550273304916237,-11.699556011613394,-11.933781207872189,-10.782276311789035,-10.790725670571952,-18.72528421896965,
20,-6.92270133154849,-9.551336940959063,-11.209489715495222,-11.142522119605276,-11.23348400236332,-11.427603184779821,-12.0186205823317,-10.949655750232901,-10.949501255147055,-17.589119584058647,
21,-4.175145121229029,-8.169158162288907,-11.13894291762455,-11.174138585627293,-11.308403294868977,-11.380674163555796,-11.946608753184945,-10.718157439892419,-10.712043839468544,-18.310213145808998,
21,-14.449605664845418,-8.85544731350893,-11.182166835645942,-11.335355024536993,-11.33420959303169,-11.459725979476472,-11.759725424748451,-10.980002425174122,-11.021283409822052,-16.13071754823129,
21,-2.956874663885208,-8.153680729866613,-11.606342221408173,-11.514009197882752,-11.654845479986658,-11.709212378273893,-12.438376046759842,-11.405162036843304,-11.419329114746645,-17.890289668737775,
21,-15.712284351852162,-9.332683707062806,-11.464082394457705,-11.430181308842664,-11.483293160452922,-11.646239369175923,-12.532079802942576,-11.311441633805192,-11.31020652835506,-17.81440800318901,
21,-9.7888984925963,-8.651033535822078,-11.545415696450009,-11.38583827775523,-11.44181257256764,-11.485896484165105,-12.07473955516932,-11.233747415427182,-11.188675474536579,-16.340115240946364,
22,-12.596603471089828,-7.9481925293022195,-11.239940700754826,-11.406413942215059,-11.464116087967453,-11.457643695160407,-12.216092131607605,-10.829027731178547,-10.83020866746535,-18.130075357090952,
22,-13.059697831470258,-8.53211776270609,-11.338596986388625,-11.122836063165309,-11.132486855744594,-11.28920754244321,-12.303869574564475,-11.018440778258796,-11.011531441359743,-16.91736907814269,
22,-13.873072975519221,-7.368629204944417,-11.200651246654852,-11.404465514481666,-11.500687716904757,-11.643353050856804,-12.259477749363363,-11.15108359844406,-11.150457232127701,-17.751798329274276,
22,-6.278812545133716,-8.699947285860636,-11.2071183984829,-11.34309790602665,-11.447884534324087,-11.595133456966906,-12.301920291023851,-11.023038190026016,-11.026474786440293,-18.347502340634293,
22,-8.840760514466202,-8.499425341669834,-11.040093966077151,-11.038540670001753,-11.165263420726777,-11.189670813552247,-12.141654345310059,-10.8460033958895,-10.844341739621667,-19.344194761795745,
23,-3.145228153482859,-7.616714417557994,-11.130861525053605,-11.083890699288942,-11.240252325898231,-11.320239821769011,-12.09799031795527,-10.972462803003653,-10.987048522784942,-17.94778234309183,
23,-6.531109141167178,-8.297687604949196,-11.252225921228478,-11.397006058877203,-11.369133155559588,-11.43099983655849,-12.207219579942997,-11.265045725467356,-11.264124757297783,-17.356167263791196,
23,-7.987031719290529,-6.842378153411692,-11.323667279410264,-11.273510677477242,-11.47114304698646,-11.72859632306996,-12.05981864335028,-11.264020610547904,-11.254214053990559,-17.454099862700758,
23,-10.155330152977577,-8.142998276533227,-11.147963842942884,-11.211807689751335,-11.390643557880276,-11.457462060970515,-12.085507653437077,-10.83910474818408,-10.839391988853853,-18.222271481275946,
23,-9.89406003713241,-8.141921045231596,-11.285560247887902,-11.062806609345374,-11.16285059073105,-11.304925087394846,-12.20073864107421,-11.03461007688425,-11.05353287246884,-18.338284016372192,
24,-3.0118185313384678,-7.440574430075868,-11.127633877476606,-10.990448181518328,-10.98156315172728,-11.0254838056642,-11.94419612500652,-11.094180699975201,-11.092467600533586,-18.966495924461793,
24,-6.962302697301873,-7.766502220893198,-10.909588551563763,-11.130899342224097,-11.333320732948714,-11.358384153850972,-12.106152046076554,-10.874685077567168,-10.865318799719919,-18.855597433449137,
24,-5.568155494617135,-7.713100399383771,-11.000920007111278,-11.156635866941793,-11.220438014082385,-11.267754585366506,-12.403589768679858,-10.98154957435511,-10.983992580125337,-18.68752264859198,
24,-7.545363071866145,-6.859569931863788,-11.066599418198429,-11.176289697303014,-11.258781714531722,-11.442069756208573,-11.901107132791616,-10.979923832341512,-10.98249697516985,-18.85585704698238,
24,-7.882622982813873,-7.683974634258406,-11.187341464910327,-11.23888212375084,-11.386085288387338,-11.463168281719788,-11.997018948414407,-11.162689067841853,-11.162558093437488,-19.60531093827749,
25,-5.072229312677328,-7.059604593705921,-10.944395836696378,-10.91333627821344,-11.164430100569525,-11.387348934806852,-12.167163118763677,-10.83896370508414,-10.84070054273781,-20.495792763007728,
25,-6.793373916302861,-7.825307262620891,-11.246408183980467,-11.207265282228697,-11.150854612559707,-11.179234698781137,-11.711739175877442,-11.032844119098668,-11.039155597437647,-18.9224450905343,
25,-8.707182069019234,-7.383097356520139,-11.385811540371524,-11.30040421274817,-11.499366954335674,-11.787416563240006,-12.329689635549208,-11.220458842460754,-11.230524178333559,-18.69670334677464,
25,-4.1491336319666265,-6.383604830586652,-11.030741871806024,-10.829104042767273,-10.72766556736054,-10.757906421901563,-11.731605619267901,-11.158520249582322,-11.139115115636024,-16.396734652160887,
25,-6.547943499295686,-7.226146902343011,-11.020609882409493,-11.013730111797765,-11.144148850985069,-11.405207250221295,-12.16218966734811,-10.794151122194751,-10.798479624328033,-18.709134455212176,
26,-4.793291540020365,-7.156090250206982,-11.023898626372466,-11.041320663431845,-11.101251422396407,-11.281244392735298,-12.088108864228598,-10.834344698684784,-10.839435307345148,-18.37170167702845,
26,-6.261010725861741,-7.624125754070756,-11.176962752855003,-11.099231686082737,-11.12999675212703,-11.20402673092023,-12.071612277086967,-11.146057435592644,-11.151380239450166,-19.310568534452212,
26,-5.206318529372634,-7.559019687617187,-11.247398264337958,-11.13420369958704,-11.374220244047574,-11.506853911643317,-12.070911865305533,-11.133751778596187,-11.128217364774216,-18.602273686356327,
26,-8.315764240738018,-6.45934732773831,-11.16180171065502,-11.350196915425489,-11.51985408708233,-11.584548978456382,-11.961449463679287,-10.785608824914624,-10.786090486609654,-17.305832385374853,
26,-9.69154340998778,-7.156652626888746,-11.351096198800319,-11.277137759270042,-11.37371465116876,-11.4508412613459,-12.07625266909575,-11.150633668953258,-11.144863665980262,-18.262893847507744,
27,-9.777664336754471,-6.980200148744241,-10.966152838334198,-10.950339945193278,-10.993666130331432,-11.125533212008342,-12.051935728595756,-10.676144988160162,-10.686197970671259,-17.635897970330117,
27,-16.022710807563495,-7.32863949008427,-11.588317483040365,-11.499939883089304,-11.543249438015366,-11.605858934461931,-12.161760980348777,-11.595333368344855,-11.602820826200412,-20.170129351217234,
27,-14.93539220468711,-7.235680182313594,-11.61580233307568,-11.632249345272417,-11.619939101429027,-11.706189620148397,-12.673578000890203,-11.456675962489879,-11.442827208097846,-18.056104710979202,
27,-2.37764703320787,-6.225413675567476,-11.395568064388774,-11.302817506755417,-11.470998927118993,-11.526974717424789,-12.355327880820651,-11.164526866725506,-11.174209772231494,-17.132355070952897,
27,-4.733488100807048,-6.971750897764868,-11.211498633171397,-11.11283249307686,-11.128644018625666,-11.401298525108343,-12.123205491313387,-11.16447222544596,-11.160591085044878,-17.010713789411128,
28,-4.4726617197604845,-6.695616495001469,-11.177744762110377,-11.152775005031254,-11.29426999111608,-11.42345277104313,-12.042545184232837,-11.109087525461886,-11.109308152258636,-18.08684263212183,
28,-3.8840504219832064,-7.006284661805213,-11.350747764272423,-11.43704022733979,-11.65128980923999,-11.724645081611843,-12.142729208933376,-11.269813166628655,-11.280115531706533,-18.011411960074064,
28,-4.349440171438313,-7.093760230901538,-11.329874741420001,-11.379560316244705,-11.577854718146341,-11.70446004180012,-12.128776015722874,-11.230837669482414,-11.232856783815636,-20.22810031785986,
28,-8.695497438647601,-6.058781548752873,-11.399629919982061,-11.37540696300887,-11.395998998040422,-11.57923158099289,-12.183597356787958,-11.477240878771,-11.474308099381705,-18.744613841911534,
28,-8.982533487279225,-6.46235091928825,-11.162725142873056,-10.914449363516635,-10.983285108007834,-11.266259644404515,-11.912981603397618,-11.207266173436029,-11.206509041270369,-20.363485182014873,
29,-6.63650260978388,-6.642440762714178,-11.505559403816681,-11.357181852035762,-11.45914176478023,-11.744902459559162,-12.313068528421809,-11.29595704682187,-11.311675259819232,-17.380942275065625,
29,-7.07591045261033,-7.127740338130173,-11.290231569878978,-11.277937559140533,-11.407126560426207,-11.387232632016236,-12.017081737060035,-11.19947824201936,-11.207420570958776,-17.884632145576784,
29,-7.790819545900714,-7.150641454046811,-11.101736400472685,-11.118646765647933,-11.302692454390396,-11.399710693662765,-12.259293018071428,-11.009410563048172,-11.006743331978917,-19.730235852973365,
29,-10.911976610458433,-6.0554925190675295,-11.205477997029165,-11.146363817204636,-11.287605005232946,-11.47711550538488,-11.9855459331283,-11.174240219240465,-11.154940411706743,-16.56970336898976,
