episode,last reward,average reward,step0,step1,step2,step3,step10,qmodel
-11.650525230272907,-11.926191874634167,-12.3767461363844,-12.694800440933664,-13.050306313240778,-11.650921880115066,-11.650627782895851,-22.12110088898716,
1,-13.183739292664853,-2.7089434408111135,episode,last reward,average reward,step0,step1,step2,step3,step10,qmodel
-11.806737269595338,-12.035086645340849,-12.432618888386129,-12.7534987346764,-13.388433898640812,-11.807937242413706,-11.807186596317582,-22.853102626370607,
1,4.548524951372883,4.887957426211514,episode,last reward,average reward,step0,step1,step2,step3,step10,qmodel
-12.133198976486554,-12.346037895994208,-12.654356556504851,-12.882385819257992,-13.37547556187631,-12.131900594480081,-12.133306580089373,-23.176425964223945,
1,-6.830705097818724,2.433566775893338,episode,last reward,average reward,step0,step1,step2,step3,step10,qmodel
-12.180613363700726,-12.425887137286926,-12.780610559808247,-13.012545495813104,-13.454938705902643,-12.18131445578787,-12.180578034123219,-22.902929654526496,
1,8.092001367238625,-1.0139439261746928,episode,last reward,average reward,step0,step1,step2,step3,step10,qmodel
28,113.66360141413107,104.7349466480813,-12.001582898705317,-11.878885949574554,-12.00337117931596,-12.021278954475639,-12.994561098110875,-11.730835519730931,-11.728066548972835,-17.856390215631798,
29,95.73126382514867,96.12919759516988,-8.600916904348477,-8.48906355591878,-8.677260732001814,-8.642597662999504,-8.866071438878478,-8.39153371712169,-8.358076775851021,-12.260810080468165,
29,281.64388172893257,291.16613469256606,-9.445539819031966,-9.45739054849104,-9.59443201979844,-9.805260981891575,-10.21964159538963,-9.378174100551984,-9.366002762395018,-13.93720391368531,
29,292.39237818101657,258.862535385996,-9.021085829470339,-9.078762054436355,-9.249085805478632,-9.42948164962149,-10.21984349971242,-9.067485376659972,-9.113298423507075,-12.38681680584106,
29,293.1668358723597,269.70854018310973,-10.726045615299348,-10.844807575113538,-10.965714512492223,-11.057958607806698,-11.786322196391778,-10.693692481231677,-10.688072057310402,-18.243699157241423,
29,108.41900589474234,100.25537221540743,-11.077195505892844,-11.281527216661859,-11.378267494644906,-11.61066354767423,-12.021544730419642,-11.050374731585089,-11.048459689437335,-17.47217665247391,
30,97.09432308584024,100.79534831977912,-9.118590400190286,-9.366264646739559,-9.341699044049923,-9.42779408841845,-10.346124524931847,-8.769170847130034,-8.788215179814705,-12.474024535340433,
30,292.59068473480426,280.4893939418001,-9.3690142372314,-9.40486309643532,-9.525933200226985,-9.552702482625584,-10.241927019232412,-9.269034947894239,-9.273829346133827,-13.296239900698001,
30,286.42233234042675,279.94491204953687,-8.680603437016922,-8.69646366592202,-8.750768630746377,-8.698598663816567,-9.587870646279896,-8.595614297412338,-8.672686291663124,-11.663847517842434,
30,310.48204584007715,272.87180504390807,-11.435102402192856,-11.53004561680428,-11.51515065199949,-11.509710197651687,-12.082412263391335,-11.340508714130017,-11.345275148554622,-18.533769299111004,
30,96.86050168342294,106.20170745885564,-11.151243552577665,-11.224082295643637,-11.209854899909796,-11.247547372826771,-11.670555127988038,-11.1912167330983,-11.183303978816426,-18.13862914524323,
31,102.05369346323694,102.79076879014359,-9.094149619656395,-8.902159030190429,-9.053448957262997,-9.023089312781869,-9.449754505893846,-9.031085836876901,-9.034229752275872,-14.138559923413572,
31,284.7162629012987,295.43350133181457,-8.959984608850093,-8.972280896198523,-9.051518503819171,-9.107480027801486,-9.853096655618588,-8.984786180903342,-8.948485993758217,-14.386378492620024,
31,299.99397669346047,283.37441219993786,-10.049465299510501,-9.889114960493746,-9.840643967460498,-9.748527255314263,-10.28247094010339,-9.883270771091807,-10.081488963556964,-12.250116976246462,
31,312.778503759018,271.70369511190637,-11.160392337281806,-11.193117472060457,-11.380264007272592,-11.635372969711307,-11.748030431303686,-10.960045761587239,-10.958971823798462,-17.16620428919178,
31,101.6613385869909,104.10634397847792,-11.06558112778511,-11.072425754716756,-11.233119225790276,-11.366384727192672,-12.058267378635485,-11.085059067675596,-11.085798543840088,-18.58947892306466,
32,107.42001398693216,103.18144470004066,-9.155968916517045,-8.942411136664518,-9.095703125813346,-8.955336803478355,-9.975175319820218,-8.778671046546402,-8.822480045549188,-11.871722331818761,
32,289.9654959054626,274.00987999336337,-8.816904372779213,-8.856040846070892,-9.016039159603988,-9.181316032637485,-9.626065941511698,-8.746806008202705,-8.74807108887993,-15.14732771383228,
32,301.9430480906576,291.8877167376123,-8.667685390061383,-8.626015604587506,-8.638621077729237,-8.759476824083121,-9.365184354065924,-8.621513506940218,-8.619006337783619,-14.407533793191893,
32,298.7688902270857,288.9459934059359,-11.482552912099512,-11.422459045027564,-11.75189482417328,-11.800214872793651,-12.29949737772338,-11.509160423187412,-11.481265851324912,-16.708370804647657,
32,110.55816085806984,106.18175371333554,-10.746744918246698,-10.735801927757405,-10.769314049037762,-10.899489536035626,-11.40062440085264,-10.689918230975413,-10.688473487777774,-18.954960464512617,
33,107.96285081960055,103.46924509075528,-8.864423193788172,-8.904961634206508,-8.943034667474288,-8.928355569501477,-9.815177765186666,-8.607439498318291,-8.619038667084629,-13.955681551241577,
33,301.4306406709566,297.58339246495234,-8.668892320072823,-8.826472077890813,-8.892367809847267,-8.96054870775822,-9.461920639986285,-8.57067102788847,-8.564965327756925,-15.096640072074441,
33,287.4411006663103,289.9159078575444,-9.006862034671283,-9.060961761149052,-9.287002313682397,-9.255620940292543,-9.786728131824322,-9.061523190458951,-9.043614592713691,-14.293835764163346,
33,202.80438730900332,282.7604911062114,-11.241941494320498,-11.234479738328409,-11.558515827490831,-11.58315106738821,-12.165777986480599,-11.306525733458965,-11.292150451106833,-17.48955839181115,
33,103.96977382299585,103.312275657677,-10.846790314942137,-10.738742954994104,-10.83828556854462,-10.959578736450654,-11.644483659381981,-10.799271026131738,-10.802705337303545,-17.83255311911625,
34,108.04291776877606,104.60793977042319,-8.062267444875081,-6.205650497109168,-7.200247360222815,-8.017056987284985,-8.680156738827888,-7.547658473832687,-7.770871987792884,-9.014719661090895,
34,292.3806550919287,268.906581535828,-9.194341826818023,-8.379028017864071,-8.868539161980951,-8.999677407297847,-9.843706461710337,-9.202232674156855,-9.182951142280006,-12.206646338281134,
34,289.3701415226703,289.10442331822355,-9.53292487613543,-9.60410230975837,-9.544234409629677,-9.595795905749826,-9.947973350315792,-9.45953072076164,-9.55025291174512,-12.658583905040407,
34,148.45256248385837,259.72507881181616,-10.976936057286942,-11.135167752443984,-11.321649269256575,-11.561886504610355,-11.965536353303728,-10.984578313880327,-10.98305523184318,-17.133740073276893,
34,103.45566986814225,101.95806059304417,-10.279823265020433,-10.254010228108408,-10.40743875159355,-10.41430392802738,-11.439102704208372,-10.245791637587988,-10.248368405557123,-18.521653523348537,
35,112.12695094484432,107.5436084649836,-8.389839900751193,-8.365518615969034,-8.550241886595325,-8.490906408472819,-9.412017046883072,-8.276656781526071,-8.271700240381552,-13.395861207563188,
35,315.3676766249155,302.9862846031475,-9.150115830626794,-7.471688343358255,-8.305506377362198,-8.890044251120635,-9.609975097165906,-9.244524234690818,-9.285241544014424,-12.112302960854723,
35,287.3572219543811,286.34346118369774,-8.752030453865304,-8.719681995397432,-8.925988207991463,-9.01711201231729,-9.760144987540755,-8.458082161770406,-8.513762921480966,-11.964484266331839,
35,311.2982220001392,278.90957461186383,-11.317763242008496,-11.508878586006988,-11.486273580485225,-11.749584031790778,-11.837144678819554,-11.04033747511858,-11.037158105664263,-18.673929769431144,
35,101.83921577298335,104.26934598300086,-10.650235069083331,-10.761079716821714,-10.984035556002162,-11.012711521755895,-11.537267021700927,-10.506395558102815,-10.523277671442647,-17.099897626693032,
36,112.8441927004112,106.43431842749831,-9.011877740419223,-9.025333515415786,-9.056760486290619,-9.154379222116196,-9.762784637401793,-8.81257836758324,-8.816187323627208,-14.769379570234321,
36,303.70309072505734,302.6176962726145,-8.992367554394647,-9.009569743103846,-9.085638467111592,-9.156057510035486,-9.642513837739823,-8.930580068582659,-8.940446975053815,-16.044410130812523,
36,283.6342189157084,288.57184850866014,-8.467360374038304,-8.628923852960918,-8.880460893551247,-8.74998338314043,-9.096058072288702,-8.444161829471899,-8.469543854529789,-12.725535716085606,
36,300.6943311191952,283.2546534758523,-11.217256693262536,-11.397875432194887,-11.357105576809317,-11.423020772550187,-11.811304134628063,-11.262391678351449,-11.269199969708584,-17.579579891413,
36,106.3646681008192,101.56776927248148,-10.9017037954028,-10.851103021920407,-10.932370305307318,-11.027089071583323,-11.283267385637993,-10.868792361111517,-10.867779230849301,-19.999391668857417,
37,107.22224842636916,108.99280745810886,-8.664887234462054,-8.486351260221058,-8.71618853382526,-9.093841563426603,-10.03035648346774,-8.703012224226157,-8.713018334701072,-13.255523303677611,
37,297.16546265153426,298.5420756172468,-8.953877991935078,-8.808889791396213,-9.022367840815503,-8.991964669609665,-9.699152608185637,-8.900979884878081,-8.909885123654007,-14.557147805131377,
37,289.4953664360135,285.82326548587633,-8.881299268646632,-9.097623837763095,-9.098811803614586,-9.20586250254679,-9.55135140404571,-8.780937918580133,-8.888412810554373,-12.502321309489556,
37,93.62614179903473,255.3634994794728,-11.526310219632807,-11.545646869918302,-11.497101391771002,-11.69360074387484,-12.030065826049638,-11.480796826505541,-11.483520074793406,-19.35909289888278,
37,108.33104315900634,103.64847129224879,-10.616237814835506,-10.740023964378327,-11.031866158662865,-11.010359737738831,-11.706123321573372,-10.643123720909447,-10.636212045967854,-18.626737137090153,
38,102.96173609602202,110.61608090151061,-8.938093309044014,-9.16853075453883,-9.411029918267763,-9.364215267399244,-9.559659654890895,-8.890547021436333,-8.871987762876909,-12.611509445389121,
38,282.86982119560327,279.5592671921087,-8.855135642285045,-8.307805922075636,-8.553916703481033,-8.96297835225445,-9.828975780823454,-8.924437603112683,-8.900070660359543,-12.310407054127893,
38,283.9609949773089,284.3628225480534,-8.990304315768228,-9.09864540019355,-9.047151235784108,-9.248784528717014,-9.972471026441731,-8.883708483531626,-8.936630352229637,-12.74920750030523,
38,305.4057731920156,275.24680838320813,-10.986319977587863,-11.055105186690156,-11.062812631818465,-11.218554336328985,-11.544532690859713,-11.007574460418963,-11.003796687496248,-18.669992108750325,
38,110.04297622256954,103.01849006319468,-10.90630250138884,-10.97316231950116,-11.130743274888895,-10.866484439643381,-11.303312757133803,-10.95235358886999,-10.945139920672528,-18.867479718880183,
39,110.19538023271531,113.24858594148172,-9.472005813781228,-9.643056473051631,-9.640490380535091,-9.794072796437675,-10.172439285122717,-8.853909027215684,-9.191664182481379,-10.556855198393999,
39,298.58973554433135,289.09119074365424,-9.494316243269056,-9.137420061992366,-9.351703133783731,-9.593052814438426,-10.224138165872493,-9.103604841293842,-9.211934744431561,-10.949016311821499,
39,287.32568512178347,238.84285217749948,-10.449353854809738,-10.45505212460433,-10.690635957733486,-10.820374114914257,-11.525479752550817,-10.440718073606899,-10.519476267684036,-12.969613207852595,
39,153.63627803716219,189.54134029758637,-11.090382588478017,-11.220670742956882,-11.219523135657713,-11.17154295698035,-11.75847292843161,-11.109931350053415,-11.123627153004826,-17.53625704899258,
39,100.94634023924006,106.05878401814567,-10.341902495420493,-10.391704093232512,-10.64839946474885,-10.684697315795072,-11.780141357319781,-10.335782499762669,-10.346089144615776,-18.19348225249387,
40,108.63856928165063,110.22532253486224,-8.56454968602949,-8.501415809909442,-8.78498114023575,-8.79366212129527,-9.279884394921423,-8.585632909662207,-8.56628832836908,-15.67132048833393,
40,307.0079731412883,302.4402290166929,-8.753675932132644,-8.688893191860357,-8.827874873641466,-8.892211740024763,-9.576166301360317,-8.797421776907552,-8.803109093896168,-14.902991406213442,
40,294.13589882588434,277.7514534944078,-8.944411260621862,-8.750522288136246,-9.058367254629271,-9.301258613904574,-9.885598811221756,-8.79944688128916,-8.82242511852886,-12.743595515089812,
40,329.74444418451986,273.5303767421467,-10.577300076997426,-10.636647061204416,-10.7411026053922,-10.859445754167615,-11.499824802856942,-10.48177780595429,-10.489502595681284,-17.90508042865621,
40,111.38634487619466,112.45988714028452,-10.146476174182615,-10.164548990935176,-10.23403333782463,-10.253432569843907,-10.625564451338104,-10.212185409923284,-10.211816599700736,-19.05693269150725,
41,113.53829486828793,109.368738348156,-8.553124731156547,-8.688534541654208,-8.87217464922488,-8.955774541940965,-9.528838917154994,-8.382224002109295,-8.418567237860731,-14.209182469767738,
41,298.4678144758504,253.9075824578847,-8.655709753468608,-8.868253297012577,-8.992936049709472,-9.012460473712384,-9.399554779359706,-8.523908080424377,-8.524587645650065,-15.743589047406441,
41,298.1666018398117,300.10957039321806,-8.0990572946975,-8.076231586241198,-8.242113344124478,-8.436757129135321,-9.385608853135231,-7.974031746452831,-7.948855176162082,-13.524757208039532,
41,188.1444911264626,293.97305386691755,-10.344622949359296,-10.447226269812017,-10.562269346815425,-10.787403668065574,-11.339992715188995,-10.346241665830668,-10.34278093766942,-18.821183984212873,
41,115.55080964560015,110.18143698061728,-10.287035491635518,-10.293199136242542,-10.284442682880593,-10.387171218524868,-10.884922717119014,-10.44623316710301,-10.447342978336424,-17.605765019767034,
42,110.64758090114057,110.09998739864912,-8.743427610740566,-8.548703629030344,-8.679967800640233,-8.781334606225986,-9.268851462959594,-8.647097368213695,-8.662826409320884,-14.186416661024785,
42,114.2807780422208,276.68857220623045,-9.079328439055846,-9.054865570395707,-9.110743872967113,-9.181581611632014,-9.015109338080117,-9.034790243888782,-9.027128718275435,-15.962776440208803,
42,301.4521306651861,298.14202854253494,-8.228579031030039,-8.069043881575727,-8.23369855421173,-8.326992757159495,-8.9709811806393,-8.266450858968591,-8.243840337641787,-11.581530948039061,
42,324.3211064662596,314.0863520075476,-10.831367873932466,-10.779828210228116,-10.92015397592834,-10.911417951667692,-11.105830632345628,-10.810142456014239,-10.808994829694846,-18.570158594817123,
42,100.66957673032117,110.46663670478326,-10.249385800381226,-10.497035787288723,-10.512930316320409,-10.484968964485187,-11.169540865590573,-10.234705736199858,-10.232357879366674,-17.30288833729798,
43,110.3777545529298,112.18358651725009,-8.885323393524956,-9.157305815879974,-9.25010514264375,-9.281668046573838,-9.679609045649643,-8.793674221958657,-8.903047325644533,-11.431541934696368,
43,77.70679144891562,257.5514047454856,-9.028080094819305,-8.81510455886721,-8.964386800566913,-9.203049101354239,-9.877085877081972,-8.972672316414059,-9.000859844337313,-13.169905248770643,
43,286.42336603019766,297.85915942333133,-8.607295397029445,-8.569512673230424,-8.795937000946854,-8.903682749628354,-9.367111489296658,-8.482357172234009,-8.518808732962395,-11.729284072712135,
43,319.25610190042465,304.30898009534064,-10.465682691226979,-10.340927861891744,-10.512695629631184,-10.681549952178194,-11.33572183097997,-10.400519112756983,-10.400218083135364,-18.06172577682577,
43,116.1678459635313,116.1837243254337,-10.436221770064414,-10.60887083277442,-10.393520543996138,-10.547241792821088,-11.356390144575297,-10.366932551779877,-10.36242890145637,-18.298984803828134,
44,114.934274300407,115.41333806816415,-8.940888411936058,-8.095873487359228,-8.414270745474617,-8.770462187410367,-9.274854862750704,-8.519427315409501,-8.701132300175097,-9.30537712570776,
44,308.12892277733,251.5324648594765,-8.775471582210383,-8.805516437983595,-9.018106974441373,-8.932909275784004,-9.60044734564436,-8.633846940856255,-8.716247711667288,-11.040041298301379,
44,285.124893655613,251.49523187612198,-8.875033301263313,-9.01846235595286,-9.239852394773537,-9.288239274816377,-9.672278368104651,-8.621279189909007,-8.844846958249278,-10.167079185485376,
44,326.0470620938622,316.2869808813173,-10.69888475061334,-10.806476782931552,-10.930153660618226,-11.1507063090755,-11.411156882174204,-10.576995573565464,-10.57522862734829,-18.338911009476067,
44,98.53435943278271,110.4311868766485,-10.200869813556924,-10.428927934717258,-10.607148436263628,-10.714593046615493,-11.007597345932808,-10.21994960537126,-10.219058835426916,-18.797157072979953,
45,117.052591791887,115.14069723133493,-8.448012296975643,-8.388606490651622,-8.420159563284242,-8.481080896448743,-8.803342753699448,-8.295397705167114,-8.314996035992095,-13.212006511400125,
45,304.4965205109876,288.497835683589,-8.947609325086955,-9.042711865180602,-8.981968810467517,-9.044800966600018,-9.620324048997366,-8.81797282248495,-8.809218909903922,-13.254888397206043,
45,298.32200881777914,290.473206996328,-8.722020002736917,-8.810532843382004,-8.742755364259178,-8.966958396738008,-9.206562117034181,-8.64275695264265,-8.66179094983625,-12.76424253220324,
45,332.7391332500651,325.6898615939083,-10.489945005516276,-10.607473640288422,-10.647504787214249,-10.596877532337473,-11.231739044050052,-10.368438758996685,-10.39608680512279,-16.49452971113999,
45,105.60723247976729,112.84232461345385,-10.38856415057957,-10.493233480134375,-10.61238159982398,-10.613043874238759,-11.350754253959407,-10.412617293376249,-10.419022704746604,-17.11708680271795,
46,115.98794716798919,113.29719503800973,-8.886804563161455,-8.861392849088759,-8.938332588211354,-8.99825787174662,-10.162719929958518,-8.487287348331911,-8.447938054609986,-10.87011148926297,
46,298.9902847909597,283.61453297725166,-8.683629370003425,-8.798441010425657,-8.901747401614246,-9.132296398058212,-9.240200293309371,-8.63344646555259,-8.66201999153553,-12.14734881716742,
46,294.0870556455226,296.1880180006269,-8.907235559318353,-9.040161577310288,-9.126811774728184,-9.121650701031758,-9.456549797425593,-8.776157168543794,-8.900110675896205,-11.5136914719578,
46,334.8452057687261,309.8548803576518,-10.293178538079214,-10.320124037477521,-10.515248718137883,-10.502838816491423,-10.859034117817323,-10.272535646135287,-10.286337174466821,-16.93686720273315,
46,113.68369536357623,114.35323855541374,-10.159902885074526,-10.203472404315926,-10.27000224030534,-10.35342800543159,-11.148649425225486,-10.160216095237153,-10.157649729118416,-18.10200448341921,
47,112.53900689471901,113.80140893197307,-8.633350393365738,-7.531535328216807,-7.996153867957863,-8.377764006349171,-9.309892671913605,-8.465105428605364,-8.520042119298596,-11.601127135055915,
47,293.99880862977807,264.10202541846604,-8.731437240608772,-8.924112389054693,-9.18038611242859,-9.219793505252829,-9.47836327893441,-8.639587810692694,-8.584891757388734,-12.328446876094393,
47,297.42912743612055,288.3994305345116,-8.023837348299963,-8.04227836434185,-8.224164696800072,-8.443785766309054,-8.562515848112604,-7.941405378388981,-7.944214792233359,-12.897069000215161,
47,329.2768165173715,326.0253075815178,-10.378479866293231,-10.304710302573877,-10.4294836795952,-10.672877793937458,-11.146206083800196,-10.307069452684797,-10.304036478045207,-17.950136208384194,
47,106.97327256905604,112.58258959523407,-10.351875777699044,-10.36085095992861,-10.434918441376118,-10.46820287459849,-11.100712382533398,-10.27175017959037,-10.265279383588537,-17.81967635258355,
48,120.05483146419016,114.71149642416341,-8.644025078250262,-8.754135311129088,-8.862571719979643,-8.9788664220106,-9.600861406753735,-8.518412924450748,-8.55200631669466,-11.811296651524943,
48,291.7788761589884,294.71665991616135,-8.342328379355202,-8.438351197527378,-8.526269926601126,-8.697492173545225,-9.335729577188967,-8.357637515067124,-8.304860478780915,-11.250251112709835,
48,301.79680743168177,296.4831521833702,-7.611210448816289,-7.506950890307544,-7.58092696911873,-7.7760618519554034,-8.208117517297518,-7.48010420942311,-7.496307611931782,-12.32927029304719,
48,339.94965888808116,337.5118450371277,-10.717349859335746,-10.834567347592397,-10.857894295255011,-10.903713267339633,-11.672678823952975,-10.695052470646798,-10.6926350073827,-18.445391636551022,
48,109.46664383830706,115.23707212991353,-9.959513588227335,-9.977340675513782,-9.921537125988637,-10.050210551285948,-10.68140863888997,-9.944894144567902,-9.942137493585335,-17.852425307186138,
49,114.06481075562829,111.72314330158716,-8.086947239041626,-8.139062394183751,-8.24749903906783,-8.623216162055531,-8.917078376000132,-8.08829725742239,-8.07058918953507,-12.34667664601722,
49,294.9268212109432,292.7145135440974,-8.54329862421551,-8.569531664594134,-8.707067968555345,-8.790136342948967,-9.203876587864288,-8.47572935036296,-8.465073041940236,-12.541503906972505,
49,298.92784798867353,301.6502310781362,-7.226028320320838,-7.182705926404112,-7.316981986534855,-7.371840710953299,-8.1096212852341,-7.161600617938647,-7.158183444353298,-15.074120078475907,
49,338.98060044442997,333.0971153449942,-10.245288675038905,-10.195480166531091,-10.330572380780662,-10.36033298184457,-10.851635548535523,-10.345905128214445,-10.34542637142893,-18.07976495672061,
49,121.26361739189534,121.06426381210274,-9.96155642018166,-10.056546429242609,-10.307996079500779,-10.372676320948456,-10.867250781551649,-9.86277250013881,-9.859824131071955,-16.69927618497705,
50,115.47503274755152,112.6895444246314,-8.323028054086063,-8.324532027645242,-8.406714289695602,-8.553852493923161,-9.052546000840398,-8.33820164974237,-8.335781835676386,-13.151042254879957,
50,293.7195551012804,293.5025787502884,-8.678019167360182,-8.789811542945824,-8.891375344028186,-8.95750744879388,-10.04176526367504,-8.365038475640931,-8.386851777137766,-12.935885481739156,
50,297.5463322300576,294.47809834910663,-7.754349417126411,-7.776717871110783,-7.805028526214198,-7.936549031417317,-8.522862107863393,-7.635976938440727,-7.652895863962117,-13.431748780346384,
50,329.7562528532946,324.3111461981642,-10.171469072398823,-10.107312665786672,-10.428305823575082,-10.552416467106232,-10.927872193506666,-10.170793595970888,-10.16490241221799,-17.947470147628298,
50,116.21101445593158,117.94592681490417,-10.101966739509066,-10.12977057416761,-10.065787646118252,-10.004279633264359,-10.63054281543452,-10.092388941352834,-10.08775579677327,-17.656805773640876,
51,104.07239890121522,109.8164697442336,-8.522355725177766,-8.623813619824643,-8.791047902252465,-8.9643687577244,-9.44372358488287,-8.419408509502201,-8.435247292092585,-11.302137436438619,
51,302.7356201135438,301.5418008552997,-8.220465501371487,-8.152759725911743,-8.159268345069886,-8.318249130150779,-8.812437099199057,-8.222387454073358,-8.223495194430953,-15.328770640259084,
51,291.6883564767086,297.7075614813906,-7.668409884196125,-7.761330216766853,-7.762932540513443,-7.747756949791085,-8.238387074133353,-7.656473242289773,-7.649179981330402,-14.013194443559467,
51,329.50786460259263,330.1489180677725,-9.542606550984994,-9.620906058751535,-9.595150493042977,-9.707462232168474,-10.48852751328979,-9.637632732208655,-9.638732435767276,-18.6329553914598,
51,113.81788885483047,121.23693213514983,-10.121284151545233,-10.143240711221454,-10.226847380376386,-10.209662268282555,-10.642413987158715,-10.065491936616194,-10.069730390414598,-18.241651319768902,
52,107.88764331207287,108.14828306316929,-8.705584327903242,-8.581258215760428,-8.630218225507967,-8.690563753267282,-9.4454562484815,-8.632039336331758,-8.666052566606908,-13.560814821809926,
52,303.2309159594796,288.02954935216445,-8.061106578761667,-7.987066524763443,-8.087945257980707,-8.265990733476125,-9.094521203618655,-8.078937457751953,-8.084802639250153,-13.585220280116289,
52,306.50435550753076,302.5096558996989,-7.487174310134426,-7.768202589684378,-7.852585441065771,-8.01189159534776,-8.331281677242416,-7.437792597756283,-7.483159399765022,-11.459056253068564,
52,331.07289824123814,332.60618074921103,-10.138652680843101,-10.129450893104677,-10.23360972799262,-10.199100560334099,-10.871710324909705,-10.108964640832877,-10.114187426797656,-19.41043114001449,
53,108.6710491692528,110.89268351506243,-9.574327397418338,-9.898736483310921,-9.9281071472066,-9.958014772303802,-10.910472199058535,-9.489221474285529,-9.496889405788737,-17.101141833857202,
52,123.99578455041366,120.32071744764562,-8.818373232381267,-8.89048941731231,-8.911645077467215,-9.027939122356603,-9.435664725538707,-8.587857587505647,-8.866362304001708,-10.572547039198223,
53,294.18041811512586,296.6578698278403,-7.723880511129356,-7.507095836495615,-7.596013179124388,-7.821121560723658,-8.508341538738412,-7.733073034812297,-7.742797823383287,-12.707902520350759,
53,297.04849767862373,299.6962218743581,-7.392053350160661,-7.416766093082795,-7.588595622881224,-7.641761838970943,-8.387406920187036,-7.322047766942206,-7.321376381377762,-12.930889819124467,
53,340.92731438255095,333.9719251784138,-10.283321738318214,-10.229646947504367,-10.214114586936187,-10.3763342815596,-11.048667687701142,-10.317105654058588,-10.31644295416263,-18.811125912225847,
54,108.64634045688564,109.04156372342241,-10.382887709084653,-10.537791669509472,-10.600529761314135,-10.691324490585432,-10.84234915243231,-10.269360677958772,-10.27382100446157,-17.166750358675742,
53,128.37595549196735,120.74283590380024,-8.487027377294133,-8.84952557708132,-8.730297145687226,-8.577401195414483,-9.313158836826148,-8.489590454060233,-8.489584169371824,-11.746231038578614,
54,301.2322328691804,287.0238956260117,-8.982150969338248,-8.846567338378861,-9.09494572269031,-9.217678299089453,-9.352861472437672,-8.875488554847601,-8.845811352005565,-13.414152937847529,
54,297.1852723099595,269.3312184829961,-7.310781155708671,-7.240864895766594,-7.6497177965917045,-7.824830349016407,-8.436412630237365,-7.275766462575278,-7.282712995833024,-13.643161418849408,
54,330.8213283953811,335.0090187485957,-10.243293609064702,-10.382919447132304,-10.2496583480801,-10.496578484509595,-10.890931304163715,-10.317614747701205,-10.337244386234055,-16.560341678534456,
55,108.95834009030989,109.61500004895612,-9.717001702653286,-9.737411229663435,-9.84954167171106,-9.85541400656679,-10.8667416408042,-9.665443483409954,-9.664457112621118,-16.002889276471016,
54,127.80701625538788,124.19886162862976,-8.542601564379995,-8.683961132094577,-8.568306912659766,-8.734892922631362,-9.425004409501254,-8.491719812978218,-8.491392661034523,-14.961882468776723,
55,292.3244788102088,303.0495121041662,-7.400013597160057,-7.362177157151041,-7.569815824841751,-7.732447583345959,-8.109560251582282,-7.394989228751154,-7.38586263615549,-13.462388281719456,
55,345.7006656356066,338.17599110588753,-8.174808986513023,-8.304532252373905,-8.61225741002828,-8.663435893527096,-8.891984772000123,-7.9893536569044805,-8.062985969999348,-11.957701065269385,
55,300.20489399171026,299.05095389281206,-9.756590004940678,-9.899079460506051,-9.9997192124723,-10.088367706029466,-10.649385020093888,-9.721157147225462,-9.720097463086208,-19.126997468301976,
56,109.0339819291331,108.99909634051083,-10.158531474128681,-10.134978432222892,-10.284255049889198,-10.14316997536412,-10.106809692545331,-10.1461510842869,-10.151229354902332,-16.47098979702025,
55,126.75709052032173,125.5815096114918,-8.691472470685987,-8.753901080974611,-8.820754716991999,-8.878711907194662,-9.21389631360628,-8.66219583080982,-8.632588168326215,-13.78223732607949,
56,313.54649260837107,308.3765379832797,-6.963643586921606,-6.980571350320538,-7.03564951618409,-7.07359171666574,-7.586522000783881,-6.990304484338804,-7.00863851731066,-13.092921285777482,
56,322.1514746579508,327.8841540900439,-8.534146070066319,-8.309627330335603,-8.451478165571888,-8.59367986045669,-8.94945924312582,-8.331834161075225,-8.45182921273707,-10.786696299985628,
56,290.98689669871845,285.9749899024046,-9.692548634326148,-9.884524385271623,-9.848497736537832,-9.838042317512906,-10.377568784634803,-9.655946677110213,-9.659795834706843,-16.345293969206484,
56,132.34166954918894,122.83810320038499,-9.756190501992716,-10.01066290738369,-10.23284918426807,-10.170784213667387,-10.762564745369804,-9.845615502546883,-9.848815240299384,-16.648568771234917,
57,109.803608908763,107.8052221587678,-8.577382351956443,-8.60311177628481,-8.623328841877663,-8.71473176455524,-9.139020559348403,-8.631327541158534,-8.626170668122532,-15.402429796011628,
57,308.291746101409,310.7573726731928,-7.561215874861305,-7.705507361389667,-7.782944069731793,-7.754446052274279,-8.187291360733484,-7.278294075180921,-7.2822746979297746,-10.939356692386632,
57,338.08881025870704,332.649855347494,-8.551090302707417,-8.355716818879348,-8.66496380933731,-8.852469692195658,-9.142842725156227,-8.290283164980847,-8.299166082928906,-12.976183534377604,
57,311.4688585110566,301.4324535716722,-10.397957477425692,-10.422476745415423,-10.439975019518643,-10.474138255241364,-11.001150003862714,-10.485782851219511,-10.48318254074487,-17.595527871312868,
58,107.93738482964746,106.61284579727824,-9.605064393808844,-9.734445255060987,-9.899558854493097,-9.878017996183306,-10.329574554641615,-9.774010037836206,-9.779062460670458,-16.855921460648023,
57,127.43376221631272,122.61850972777938,-8.68397043990167,-8.766550850568574,-8.968872763181366,-8.940528183887503,-9.449270183984828,-8.623690018651004,-8.622311368653019,-15.87442748209998,
58,304.24886174245245,308.84669842191647,-7.411908504339753,-7.5002644079468315,-7.64797921228894,-7.640534807668901,-8.168891922250706,-7.3927873100699735,-7.390411012742545,-13.269469186723258,
