episode,last reward,average reward,step0,step1,step2,step3,step10,qmodel,qemodel
-8.698079343417552,-8.785169671521087,-8.853450860593776,-8.925829379007581,-9.428885505654947,-8.698222987562838,-8.698220370472562,-22.206751474873748,
1,-625.0054652743671,-637.7624139662133,-9.166908822724736,-8.841852666396823,-9.074596222482414,-9.216034946482202,-9.921646722038837,-8.36131348342948,-8.363945089591411,-15.415856274312931,
2,-528.679064939505,-616.1193566159315,-9.027234500457233,-7.974404156716608,-8.843989329557122,-8.695595100503057,-9.688083552256925,-8.842172361181737,-8.889162221803014,-12.605031580909428,
3,-507.9050003186038,-608.9726481189432,-8.901154381023751,-8.62086690331741,-8.989926143237593,-9.160668842348999,-9.636866607926947,-8.68595729783375,-8.77854288514208,-12.197694673662447,
4,-555.5063665635665,-610.7443355668829,-8.85693747882289,-8.793954532976473,-8.813107985720418,-9.034184184284994,-9.71148488017774,-8.643824486230335,-8.672381935813876,-11.737517489907491,
5,-625.5630292906667,-617.2388320188537,-9.005767195276588,-8.9968183004547,-9.04598909376916,-9.281523057651315,-9.713346772796363,-8.691010619999174,-8.754040289019404,-11.670946564680373,
6,-606.8793824368461,-589.1481006233588,-8.79793463364958,-8.680522680620035,-8.711000008934555,-8.94775719949109,-9.371489194722441,-8.550441329047889,-8.556594071915404,-11.504692817281196,
7,-664.4224512129929,-559.2095698646814,-8.690146402934314,-8.643008367808182,-8.831366506766733,-8.990256988941336,-9.459766354708528,-8.436353308709846,-8.459930097459724,-11.50041580655756,
8,-485.1422548302286,-529.036530199583,-8.836316126685812,-8.731764465042675,-8.881607892259114,-8.916641846616459,-9.584381317447885,-8.68432163604092,-8.711636298228479,-11.861074431213934,
9,-517.0346670373002,-512.368219564121,-8.806370079821278,-8.765434203263688,-8.855581582800532,-9.078455987779522,-9.600886874113503,-8.482668911270595,-8.542357484793984,-11.19884742909988,
10,-423.57911509378346,-499.148899473675,-8.858184797758826,-8.814599198060519,-8.967027881177744,-9.052985434615836,-9.568588231572104,-8.574458562515339,-8.619914325120615,-11.425317992234772,
11,-598.1046639817985,-495.47745605564137,-8.936048766774647,-8.862017807683431,-9.107001456435299,-9.101636544543204,-9.518562993988878,-8.64884583318992,-8.717470885218995,-11.436079179793133,
12,-558.381878793165,-505.0228504646787,-8.55304805988183,-8.353980404280398,-8.58306053924491,-8.68569609389536,-9.225354424715485,-8.323936678919171,-8.374587413756657,-10.893350530472842,
13,-537.1374743090817,-490.9219476961645,-8.922220831684507,-8.914972602741122,-8.940531191947441,-9.054343514807693,-9.515908053680349,-8.63219576794944,-8.678163750614171,-11.112565213788315,
14,-468.8832908225323,-471.848496287,-8.874089508475278,-8.699903287678795,-8.844752302725958,-9.025816601479317,-9.52834042498652,-8.64351343756087,-8.735738715895335,-11.161362401232285,
15,-564.8733417669777,-483.92808436265784,-8.819972970844347,-8.805254570053979,-8.84486593991181,-9.025882678045322,-9.616971656872792,-8.587704010058186,-8.64059431087399,-11.094512006868575,
16,-480.94485565387856,-426.10275328640176,-8.647409887203859,-8.520671048510652,-8.738089985839226,-8.908370941517015,-9.389868231351464,-8.371548645774173,-8.457381261616774,-11.1973480549905,
17,-396.65097576097116,-432.34915751275366,-8.842946754134859,-8.833742443957584,-8.874317138320004,-9.159663842348893,-9.550130679789019,-8.565647661638607,-8.645869315457537,-10.990843899117474,
18,-312.6951485900298,-423.0727651444965,-8.874513588264357,-8.855914007527259,-9.034968965968307,-9.157776700035999,-9.465959659753985,-8.66963135008628,-8.712174172719404,-11.397070012996346,
19,-455.2646819322637,-441.54197169118356,-8.817888526869455,-8.811667995489914,-8.853530150664009,-9.076166776476372,-9.440679670272093,-8.61690733317382,-8.686104479337361,-11.50852725479766,
20,-364.99271825808387,-421.26891761437565,-8.591668793584333,-8.437347643464662,-8.54838972671651,-8.7807330111363,-9.333271415366571,-8.483565740602536,-8.51372150189723,-10.762805859207498,
21,-310.2112919949963,-402.9070694915855,-8.55207061026586,-8.561627974237169,-8.736887340129563,-8.868887273755924,-9.338838089406188,-8.38199821407267,-8.44762279730113,-10.922799787085747,
22,-251.16469373555276,-443.44303909702626,-8.741083413252742,-8.489275065641376,-8.62977162337526,-8.864890898176382,-9.369798349008347,-8.600003806510363,-8.6806817554051,-11.495010310647292,
23,-576.3393884209153,-465.538441558015,-8.774827293276106,-8.846076496464885,-8.8428382785542,-9.139643587856039,-9.471721103620926,-8.642795046870763,-8.70092324334899,-11.757181999704446,
24,-362.8654691319449,-385.50123673164234,-8.684034157357253,-8.585858903265098,-8.679693349484873,-8.86422182610928,-9.443155138697737,-8.43027270668126,-8.579998433892495,-10.735314219512867,
25,-494.92891565608164,-408.6276185889784,-8.578841293692529,-8.614261234275917,-8.682025888278275,-8.91587116362861,-9.351906311125191,-8.358117452551005,-8.491711336285213,-10.426286936201501,
26,-336.046681223846,-357.8863211655997,-8.858998500253739,-8.601586064843866,-8.661419358468939,-9.042082580287714,-9.540663854279472,-8.587358765656736,-8.735525785127589,-10.783856618185828,
27,-591.7709750974826,-342.9035460012954,-8.669178151554071,-8.744128131758574,-8.75166806446278,-9.027311676948415,-9.516451600712427,-8.48262701830734,-8.562263867085404,-11.248475948913647,
28,-289.54686324048816,-347.3543059554692,-8.712644897354538,-8.595636898389012,-8.730411867616896,-8.881351692483982,-9.34491925550772,-8.50252708986283,-8.597849949764923,-11.123016713387097,
29,-302.1514434928589,-376.2511494996249,-8.6543247384766,-8.751424938064131,-8.923054221325726,-8.877067302824544,-9.395680677296605,-8.474331317923937,-8.55284325951991,-11.319920089843308,
30,-371.7251912443449,-301.1062652005094,-8.749086705259323,-8.057371839339625,-8.347940548148364,-8.770028477111909,-9.371333880071427,-7.8559667730409135,-7.940230033813702,-9.590283365183849,
31,-374.1033365806855,-325.70270013581006,-9.006581845761458,-8.77937109370858,-8.9170553319938,-9.144171922015103,-9.548752115410705,-8.726550332626168,-8.890093506586014,-11.133465422056705,
32,-311.60425338482065,-330.23863591192924,-8.713867753525673,-8.414124182424668,-8.690585659148915,-8.8268578451527,-9.28956455465956,-8.578771694363317,-8.662705989445294,-11.171060336895847,
