episode,last reward,average reward,step0,step1,step2,step3,step10
-8.037049003593534,-8.271735706041747,-8.401879690861932,-8.509744289692302,-9.347124658501748,
20,-117.24397205459766,-111.57509230702539,-9.562032981757984,-9.639673995108357,-9.665316920639604,-9.761604653628867,-10.507449702510378,
40,-87.84455323907876,-97.32326951697573,-9.713189753936522,-9.697437502227201,-9.806306573285408,-9.925790525469393,-10.401084642419349,
60,-97.5975038035785,-87.61612042691794,-9.906469722065621,-9.802697465934017,-9.987532066646999,-10.078155315131042,-10.719909726448968,
80,-78.7640869110844,-78.1807123680419,-10.170935082447757,-10.07066628292508,-10.161336978020877,-10.246756119355249,-10.833939157398461,
100,-76.3591741243848,-70.59258305152301,-10.380875279672736,-10.234171673986012,-10.258226773598423,-10.383860442895788,-10.809330810320354,
120,-74.16963685589803,-63.38675171941493,-10.30777374207933,-10.25228879777036,-10.391677554897816,-10.432070165994729,-11.038540412923142,
140,-53.61238867301953,-56.82814710344067,-10.579277539545574,-10.553111471952258,-10.562862469050478,-10.651842683850225,-11.099634831065005,
160,-62.95043926098083,-50.663055157433874,-10.525540944210956,-10.318727878366243,-10.469614419725044,-10.620298247868968,-11.389288914056417,
180,-46.435303770667836,-47.66795603445299,-10.531005634442948,-10.537534053061313,-10.649061165863252,-10.739618093684518,-11.270582668906998,
200,-34.34631881225005,-42.707135379572094,-10.712527562332104,-10.497440862127181,-10.569772639080274,-10.75843102796169,-11.497838444947764,
220,-50.28043616367842,-38.99541173401389,-10.78145496032811,-10.687078999185719,-10.779089666264012,-10.888762312227326,-11.565868244009573,
240,-36.23602119287364,-35.935342008948766,-10.84305976885842,-10.820467858537086,-10.855349923841136,-10.953638580268416,-11.584537738423428,
260,-39.509698691672476,-32.86311156633111,
