episode,last reward,average reward,step0,step1,step2,step3,step10,qmodel,qemodel
-11.806737269595338,-12.035086645340849,-12.432618888386129,-12.7534987346764,-13.388433898640812,-11.807937242413706,-11.807937242413706,
1,4.548524951372883,4.887957426211514,episode,last reward,average reward,step0,step1,step2,step3,step10,qmodel,qemodel
-11.650525230272907,-11.926191874634167,-12.3767461363844,-12.694800440933664,-13.050306313240778,-11.650921880115066,-11.650921880115066,
1,-13.183739292664853,-2.7089434408111135,episode,last reward,average reward,step0,step1,step2,step3,step10,qmodel,qemodel
-12.133198976486554,-12.346037895994208,-12.654356556504851,-12.882385819257992,-13.37547556187631,-12.131900594480081,-12.131900594480081,
1,-6.830705097818724,2.433566775893338,episode,last reward,average reward,step0,step1,step2,step3,step10,qmodel,qemodel
-12.180613363700726,-12.425887137286926,-12.780610559808247,-13.012545495813104,-13.454938705902643,-12.18131445578787,-12.18131445578787,
1,8.092001367238625,-1.0139439261746928,episode,last reward,average reward,step0,step1,step2,step3,step10,qmodel,qemodel
-12.103396013868911,-12.26069901491342,-12.447196185290853,-12.584085023061178,-13.252966729772497,-12.1056312142082,-12.1056312142082,
1,1.0866529493827555,3.5065744650128536,-12.24592912966621,-12.885664049658462,-13.262341018273172,-13.424535701515179,-13.867419296199651,-11.18454484269645,-11.18454484269645,
2,17.137125125826316,8.347227915425607,-12.899811499696925,-13.150222489590472,-13.576926264806866,-13.766819853856704,-14.248021074466438,-12.081014327292497,-12.081014327292497,
2,5.69991857765646,3.503776642576576,-13.209084495212664,-12.88657111730058,-13.159176753986056,-13.432825484120281,-14.322264407492224,-11.659208381570014,-11.659208381570014,
2,1.25248771204026,3.1078976631595303,-12.719004211787718,-12.770154813512935,-13.243611070635316,-13.479006275158289,-14.032395322749954,-11.794055930301417,-11.794055930301417,
2,-6.058617183885881,4.857369375989804,-12.998029933341037,-13.22990017893039,-13.408209047849413,-13.526951990783816,-13.926254771474609,-11.698504395281041,-11.698504395281041,
2,6.7216275728324115,8.504271711457484,-12.774718665157241,-12.426538415150866,-13.008800827541064,-13.550714867751458,-14.22560461350749,-11.302571595001696,-11.302571595001696,
3,4.196049458609705,11.493426600862797,-12.80468592048327,-11.945293552729222,-12.285793578567752,-12.535370375973697,-14.070022200020784,-11.988229482044428,-11.988229482044428,
3,-16.558964322180056,16.507923281184265,-13.000135162686721,-12.497508632478798,-12.947131227991147,-13.395635330321387,-14.504534740127104,-11.779066353409254,-11.779066353409254,
3,22.637636038119613,17.28824034253283,-12.73224650382615,-12.638551042158536,-13.034600638648003,-13.481332280216725,-14.158939536609388,-11.878173496226168,-11.878173496226168,
3,11.35614798182103,23.57683299972997,-13.278414288135172,-12.520908768297824,-12.753927542038117,-13.008400686092864,-14.257446365946032,-11.974207146107412,-11.974207146107412,
3,12.367072853964052,17.287694853930557,-13.850635511258329,-13.585761379759065,-13.95172714858414,-14.02928755805359,-14.70943595887902,-12.907804753893267,-12.907804753893267,
4,26.714580055083,28.746316261518494,-13.692251224944444,-12.13714170776121,-12.758716196307411,-13.352110685171866,-14.45801939791693,-11.94751609630858,-11.94751609630858,
4,30.10850165880183,27.80454731117786,-14.064714523095063,-12.67184899053596,-13.241207836035471,-13.62978001940334,-14.764920444011803,-12.708197219682035,-12.708197219682035,
4,18.057266411133646,25.675343149941995,-13.937812459712845,-12.75829614010861,-13.259900813827489,-13.601315206691527,-14.85474603752367,-12.787173514944614,-12.787173514944614,
4,29.56233522510884,30.83676876572883,-13.838520753727597,-13.214483213230166,-13.824934868571265,-14.036363503343408,-14.803508726602061,-13.199658400291087,-13.199658400291087,
4,21.142862215525188,25.985436894122664,-14.682589545326596,-13.963030611205301,-14.776244615634331,-15.090355147305628,-15.534530220397384,-13.758147424061962,-13.758147424061962,
5,30.12413491726645,26.233108515412283,-13.703917700007437,-13.362037166977688,-13.760232622618107,-14.062902328369184,-15.069515921552588,-13.211090324217523,-13.211090324217523,
5,34.565310479358004,25.114114382569497,-13.552972476336782,-12.7885022488962,-13.497556956761843,-13.933406095928502,-14.43458193033251,-13.142059932713073,-13.142059932713073,
5,27.824050831367185,26.71380053978592,-14.651547145159212,-14.027139483910162,-14.571922703967376,-14.965707218272131,-15.568707138521894,-13.794963075213955,-13.794963075213955,
5,42.68034901716273,29.980922146826483,-13.757590351036928,-13.431143011729253,-13.819413950036104,-14.082054521913506,-14.639508809499095,-13.375741147435456,-13.375741147435456,
5,34.93714618540119,29.751881870962805,-14.047934909313694,-13.15332074919547,-13.830117278747077,-14.249416738063974,-14.958897967949003,-13.715163207325347,-13.715163207325347,
