episode,last reward,average reward,step0,step1,step2,step3,step10,qmodel
1,-96.74123600594808,-109.75604960586848,2,-74.87869422910015,-87.03675810745796,3,-68.85387433730156,-70.83971806693624,4,-59.95427074265913,-57.97132697751529,5,-52.17064822624087,-47.438928916316804,6,-36.532688170286725,-39.0555677567938,7,-38.93624086070549,-33.01426099161078,8,-18.49472856706109,-28.572137241544706,9,-21.86025480915423,-24.743026833203366,10,-29.201134630820633,-21.609144935076614,11,-20.424239562309342,-18.643229912436635,12,-16.848631024518415,-16.80605552627602,13,-20.620811194090834,-15.73029184048211,14,-18.96747872579361,-14.10306585257672,15,-18.62254838011241,-13.188670923615817,16,-11.541065314913896,-11.938470880616213,17,-11.742074896772637,-11.041140164488771,18,-4.5000704686625355,-10.364110860653348,19,-9.931823619980904,-9.489250328824806,20,-11.208573622058672,-9.159068907587068,21,-9.111459182560436,-8.55017623001743,22,-8.210071373536069,-8.407176624708661,23,-5.279770095514676,-7.753367647080478,24,-10.795988561256161,-7.580524777101693,25,-12.863341783961491,-8.006158601558939,26,-4.0040304505842945,-7.359854786429608,27,-4.370689914405888,-7.315401165862844,28,-4.897250008843592,-6.988161218844872,29,-7.988526293814715,-6.771245631684545,30,-7.414795569795133,-6.882949471596345,31,-2.9334836490919765,-6.978506793897796,32,-3.152759810867337,-6.2389422678113835,33,-2.2933190784133353,-6.235063738396265,34,-8.70507602845719,-6.570056132965733,35,-12.0733050076114,-6.067262545163632,36,-1.207122432656811,-5.885657360251359,37,-5.477387231276718,-5.926355535634629,38,-12.20648955545664,-6.157409695412443,39,-5.383152305125734,-6.089482005964588,40,-6.575429929810676,-5.9203819745700095,41,-1.1326093220765414,-5.648358510234271,42,-7.208733673579529,-5.572139534547646,43,-3.965615711023603,-5.444114235223033,44,-6.826365538376006,-5.542121023597716,45,-9.366450611452645,-5.663147033783527,46,-8.242711203180493,-5.62335934625411,47,-4.241152050891203,-5.122734818592198,48,-3.750452712305353,-5.344572329293065,49,-2.42754188658001,-5.154925956359986,50,-9.462022654323333,-5.164510813140996,
