1,-747.4985057491334,-674.4979372681647
2,-589.4369490944789,-605.5084854197562
3,-669.9274331582114,-595.8146960991512
4,-618.2322656919647,-563.7807279307599
5,-487.01371983911486,-528.3663859450313
6,-592.6829996819056,-514.8161845944782
7,-537.974149640865,-512.9747665721318
8,-365.51372258686206,-444.48425254399194
9,-383.75699744654355,-451.90817727478185
10,-316.3142838025733,-396.73558567726695
11,-438.56807291938253,-413.0638065786687
12,-405.12263944739556,-386.6929157061006
13,-360.81133200088266,-344.12308116310084
14,-308.853050487895,-337.7605719067515
15,-260.34914888814234,-291.8558352866369
16,-218.5254810281664,-312.0193624013494
17,-332.8693256042459,-259.699223208315
18,-222.36363875738053,-240.4567072965869
19,-334.1876957324674,-186.36757683102653
20,-189.30153568664673,-189.60442743829336
21,-10.147002253989609,-152.4471290525236
22,-92.7812700501452,-110.10635587601261
23,-128.61791141685114,-118.61376524730673
24,-48.61714369251813,-104.86658938363844
25,-82.24025549140514,-53.53678368229731
26,-55.90901434110928,-13.162529171903305
27,-14.582531410911866,-11.96462390598268
28,-18.59948272734823,11.416469630357707
29,122.61220461148271,29.93586909467425
30,135.724211876003,93.00924776153364
31,49.05234231473778,107.93077409963408
32,65.19663321788705,88.87637353596085
33,136.151281709411,88.52099380613338
34,105.42687919422825,170.38629640917725
35,307.1325116123066,189.22153960410785
36,232.14583770296355,234.76731747113038
37,303.2936245131721,314.6836767020387
38,401.40196309860335,293.3876423210544
39,374.20796423566077,327.862379968163
40,207.77602942570653,353.9856954943018
41,332.1091416777262,401.5032163540493
42,447.6666280903883,429.30461724645613
43,325.305664218036,429.31241286733405
44,455.6115850245501,473.9576508439044
45,580.7818098234565,525.4747550299256
46,551.2735820167941,393.8357340439841
47,578.2199792854371,563.3141008000588
48,802.9513453819782,478.61814057835073
49,600.4714298626196,602.4314777814727
50,464.3330158954422,571.619012649655
51,197.46395293502988,585.3341081456589
52,654.444325790788,543.015240081771
53,788.3746736800125,610.6338978167455
54,714.4260557693665,678.0006228830285
55,949.4568940205738,802.0629867611129
56,741.9435453363856,775.5706958472213
57,931.6468919517292,743.8112138906763
58,1082.7473344959942,888.1837794491396
59,891.495407497646,850.4422616599365
60,230.16500881433979,860.7253362199095
61,1117.1056314678046,943.268930289588
62,-5.473923438225627,750.1672632628076
63,1266.4050793372608,945.6326269871415
64,642.1810744767125,959.1170938229371
65,1066.8066297980947,1100.3049196811478
66,998.9986694983472,1076.751068898413
67,1113.7592068805673,941.0461208379788
68,1195.875726487897,1105.9805234492576
69,1243.848413418001,1111.0803376066185
70,1250.707246864808,1067.2863957001289
71,1117.69957736546,1254.1091672886096
72,1463.6866716330094,1117.0753607695017
73,1287.4474466401698,1216.6064260689404
74,1477.9029168568231,1286.0463252746745
75,1192.7078408325674,1243.5618593812485
76,1339.7545490422547,1299.821130285074
77,1274.3273067524367,1411.691709527738
78,758.2810881984036,1348.2934207701928
79,1396.9747315837735,1429.3626324899658
80,1472.0452719435173,1432.17359563491
81,1487.7755926722405,1412.131676910743
82,1542.5096531887752,1515.4668700202733
83,1422.4138060624714,1395.7033154769074
84,1646.0037505530006,1571.6617935044887
85,1331.7665854122986,1355.4525753329733
86,1405.7569443081577,1509.281910065024
87,1524.2330242663463,1582.1660210060084
88,1771.8451802941838,1622.9510143476446
89,1670.8184181739293,1616.4994223410101
90,1784.1409279214863,1550.2100255538605
91,1695.2657870753776,1548.492746803576
92,1685.617460334896,1514.0209069592026
93,1503.8682019758348,1665.5389292233012
94,1776.1860632035987,1676.7345742019643
95,1842.609471533007,1819.5541336176486
96,1749.0046627974195,1806.7180867496897
