episode,last reward,average reward,step0,step1,step2,step3,step10,qmodel,qemodel
-8.733180858106111,-8.843519268710544,-8.924941315028171,-9.77036905375915,-8.44754467610099,3.5303948912566723,nan,
5,-104.47006056882302,-109.30613585017537,
