episode,last reward,average reward,step0,step1,step2,step3,step10
-8.485265609137093,-8.759343421597652,-8.899606701456118,-9.006645770596455,-9.807840842743948,
5,-108.08608409580224,-109.39501880733712,-10.42175663694514,-10.076906532772263,-10.120039585785003,-10.56525859892914,-10.710568389176713,
10,-91.16448622975237,-97.94911653553363,-10.396419146753384,-10.295573406081001,-10.388444962808961,-10.680538913407144,-10.743683185326175,
15,-114.963052184224,-87.42888928952814,-10.032739034152307,-10.35494784579908,-10.314087495767234,-10.423542169255992,-11.102595586235267,
20,-81.9822555972868,-78.76015516227538,-10.20266954516902,-10.243439170678204,-10.418415961816516,-10.48779698416591,-11.106805045455433,
25,-96.96182426014168,-69.6298637802442,-10.73579293224791,-10.499451344404035,-10.386490534041101,-10.414676339509462,-11.030101983141211,
30,-57.009625252246174,-62.25981384317724,-10.536969149966554,-10.573282456910825,-10.438393117926964,-10.676389172528715,-11.427099903486079,
35,-57.18339212542172,-56.99817125890997,-10.566899241648471,-10.49953270626027,-10.665190551379053,-10.775028184207502,-11.69527170619712,
40,-44.18494881835288,-51.46698941982288,-10.804576648303668,-10.87147456007875,-10.773634043626357,-11.04777095409621,-11.218713815801166,
45,-41.7790269602771,-47.23497383417815,-10.435776225476245,-10.407914440032911,-10.58548647135668,-10.84818749868639,-11.759425512530274,
50,-45.27958013499431,-42.50407106912713,-10.868734288367493,-10.991245213296246,-10.955648199746545,-10.965542130888153,-12.174256298607562,
55,-38.95870538381515,-39.02620697419347,-11.199174450424428,-11.051766977229178,-11.10755415819018,-11.145391311911366,-11.711551141359527,
60,-41.70839889051053,-35.7900933663741,-11.393622178635594,-10.996504870712757,-11.170854971954377,-11.33732947820584,-12.169865758731694,
65,-40.16454132322604,-32.59655982795746,-11.260075508030313,-11.123918065443139,-11.227196312772936,-11.287889280528564,-12.015714254236308,
70,-36.65598107783391,-30.09784587999703,-11.485704614943511,-11.59428187614934,-11.734010076861027,-11.65683220262664,-11.968114905772133,
75,-24.5964932234822,-28.235999545258263,-11.416494877503595,-11.32829255103982,-11.330389229539241,-11.34408441707339,-12.34092174229668,
80,-31.32360842367785,-26.183305479549983,-11.847728174064876,-11.391937226060051,-11.722947489725735,-11.605572461461605,-11.897246157710406,
85,-17.228042798496475,-24.017367043851856,-11.655508791147295,-11.41231634338921,-11.631894406690286,-11.746886250498777,-12.18149377461496,
90,-17.80138988665252,-22.585701788009455,-11.689802241209566,-11.919988872393223,-11.795245608361467,-12.087803648965808,-12.359487528847298,
95,-18.488012466388817,-21.249159728284717,-11.348238831906237,-11.763197068941961,-11.359924260874205,-11.452187556231069,-12.384313405841793,
100,-27.259653398486314,-20.033258570854375,-11.880612255045063,-12.216381802108522,-12.063936120665671,-11.974665927726013,-11.944572134078332,
105,-15.382712808189213,-19.009998894696,-11.605557194331876,-11.710584783752541,-11.612954429917957,-11.79984735701483,-12.110082337593948,
110,-15.53974746275879,-17.705277342322493,-11.405202120104866,-11.136051485425117,-11.187238655362894,-11.310393772238335,-12.449035242307836,
115,-20.799894933168527,-17.014531655465984,-11.406318309677818,-11.246583066993049,-11.176936019880392,-11.47342692357467,-12.121378789464899,
120,-16.03803791361863,-16.43449715054662,-11.478436985900581,-11.1389860774471,-11.289598938075375,-11.384258141567287,-12.04852057801797,
125,-22.410948704724145,-15.68064336260475,-11.30165915759687,-11.598377849381658,-11.511968581102998,-11.689296827438167,-12.195135086834048,
130,-12.995278222014111,-14.745502153397197,-11.28213465018014,-11.05439636062176,-11.266274674032449,-11.288258324361646,-12.238404164143704,
135,-14.40654425624084,-13.674658280047364,-11.21655755933902,-11.017139647811957,-11.109103859471318,-11.173281768392549,-12.078473366089298,
140,-13.445677819296098,-13.428337429502937,-11.194322119752806,-11.292834820666979,-11.217042579613748,-11.401270747106931,-12.484307437873836,
145,-14.29804546855949,-12.955103929722359,-11.635820879005946,-11.329546337046638,-11.54044506861238,-11.778153280765705,-12.037227008410994,
150,-8.414165264170371,-12.167834235410453,-11.710244818754587,-11.371359744065797,-11.578701594893914,-11.564848213738683,-12.485402827687203,
155,-10.642754457591764,-11.808524344026088,-11.457644086446086,-11.453997224374529,-11.511440821078866,-11.512647412429166,-12.12863453512569,
160,-9.396695528732053,-11.208497288797656,-11.519644694813094,-11.607974460972182,-11.952062594474977,-12.115080431257159,-12.212487734755273,
165,-7.2060480988347635,-10.712642058643906,-11.22384617111859,-11.157998968788226,-11.356078202806993,-11.541546202045488,-12.849012533077891,
170,-8.956408091316623,-10.029863658315598,-11.417291669186351,-11.524989535443005,-11.702222199470159,-11.62719228814262,-12.46054482225687,
175,-8.96679984265182,-10.015721690501294,-11.559541738220291,-11.868836545913274,-12.167907169816425,-12.117891115143053,-12.483716894203678,
180,-8.64246151232157,-9.45909049475231,-11.8185358115502,-11.193093409638692,-11.439839308596516,-11.501845898271922,-12.203363427165101,
185,-11.333292649090788,-9.165630063402757,-12.123977976603356,-11.48952305852057,-11.513812539566093,-11.616946164094797,-12.439068402481352,
190,-8.973362889806788,-8.618620743663115,-11.838418567683442,-11.94723441434238,-11.996719757322234,-11.832703038997176,-12.356005205067202,
195,-8.289604958006606,-8.090078588914798,-11.373637171723724,-11.290533334714945,-11.661432784740608,-11.931048542043454,-12.395186136246254,
200,-6.711685409502695,-7.962521822935663,-11.807256946416215,-11.731606391670578,-11.968478424645136,-11.921230040632361,-12.095818215771981,
205,-7.523090413111383,-8.042281619231012,-11.591948694552132,-11.282131750339373,-11.351800381516433,-11.361968809905594,-12.532925493916792,
210,-3.9925277587676717,-7.513513720898673,-11.62536453845352,-11.654815947201614,-11.854051083959385,-12.007333931831077,-13.096272753521186,
215,-5.220763777196552,-7.45556187695979,-11.720506482421287,-11.535832990304566,-11.723963865042807,-11.73034645736295,-12.647084395794773,
220,-10.510471893583052,-7.382224122176022,-11.441541600031687,-11.129644125365335,-11.18332027830619,-11.396325690163545,-12.839207614845654,
225,-7.558135642851063,-7.069627975441801,-11.44162181550428,-11.505474262550814,-11.790255784095566,-12.116760732432528,-12.44791873805298,
230,-8.763453009012215,-7.225342949834422,-11.680491308857542,-11.650020925706423,-11.801867417669152,-11.93210033645986,-12.9109031766943,
235,-4.317643045277134,-6.556280798905281,-11.30922299682774,-11.176575150674736,-11.486286886746733,-11.5546634437917,-12.382799645331826,
240,-7.362172151678195,-6.379860666696461,-10.854137115114975,-11.173197087773845,-11.169334776939564,-11.160907810595617,-12.058282691099414,
245,-14.384825571204146,-6.321052301476381,-11.293631387456752,-11.25391153976888,-11.308048702784237,-11.48569364568479,-12.590100719063928,
250,-7.085297971768063,-6.299759574121901,
