episode,last reward,average reward,step0,step1,step2,step3
-5.839157127163707,-7.985663931913374,-7.799259259528645,-7.665785570479755,
10,-102.24708635138795,-110.26290842386246,-6.247137402514474,-7.575715609214486,-8.163735157849938,-8.473177905806633,
20,-104.56330376893038,-99.26310808035281,-6.255949397692861,-7.962869042561814,-8.036244977501354,-8.477155523118968,
30,-82.26087191454596,-86.59355285176196,-6.735272532667035,-8.109744044543964,-8.507723508996225,-8.323675920995699,
40,-63.740698149619206,-79.0236562203934,-6.256048637701254,-8.400854301213183,-8.717830591078311,-8.82714541625542,
50,-76.59030862167185,-71.33925187971909,-6.931658068217904,-8.08188285195493,-8.922410448014828,-8.50622478678105,
60,-73.13004067062595,-64.01618504786629,-7.415239112789423,-8.012222575350183,-8.600297831179796,-8.457551395168835,
70,-66.83065897379474,-57.20970755337569,-7.332554101032108,-8.178006935609952,-8.325632765242235,-8.94563785164923,
80,-52.74827686281144,-51.60494767292008,-7.6853937624165,-8.504039393719015,-8.53899705457321,-8.770425719716705,
90,-43.25841384767207,-47.114127481068564,-7.560358688917492,-8.199253483068734,-8.638238785672323,-8.473347491491658,
100,-46.6825734353778,-42.82564695895396,-7.8480069103561485,-8.69501460346476,-8.522804920712312,-9.107404166250348,
110,-37.59146114487441,-38.606872780907494,-8.10780336279108,-8.804438665867613,-8.89712266687932,-9.303710634566452,
120,-41.777912409434705,-35.836506691712934,-7.770289648397242,-9.004596770393738,-8.988696410871338,-9.750701141631774,
130,-28.60177027100975,-32.74790122703299,-8.540697712734202,-9.116886537541998,-9.19610328930171,-9.43005369288473,
140,-27.27278429664672,-30.245418776602424,-8.171872417981307,-8.766481049831292,-9.245126904945403,-9.247545305992656,
150,-19.443299710713152,-28.03849825436418,-9.099439048015618,-8.918667233967648,-8.817673640546705,-9.591414010577076,
160,-33.19292542597526,-25.6953027705847,-7.772854975057809,-9.241834907797498,-9.781099434778051,-9.966190689460293,
170,-26.179326712994307,-24.33692587911983,-7.451309516115942,-8.638981355743406,-9.29660985923281,-9.307847035332287,
180,-20.354215336532032,-23.077461364814877,-7.924176533872131,-9.160773194557358,-8.751344764736212,-9.289549214595691,
190,-17.34537986757888,-21.309103984824944,-8.544372101614806,-9.099737481017454,-9.39385828269906,-9.496437909929384,
200,-15.790707703056615,-19.75130196706421,-8.180584622560138,-9.53238027910127,-9.304544038984401,-9.736849905269882,
210,-16.482700447722806,-18.84296628509175,-8.791301332174415,-9.036068333786492,-9.368799038532643,-9.815575931318287,
220,-23.33060320322055,-17.978676329833505,-8.707120542766571,-9.631293949155776,-9.694315674557194,-9.621972709292317,
