episode,last reward,average reward,step0,step1,step2,step3,step10
-8.267598980514283,-8.515895081333683,-8.633262348481118,-8.749839198458137,-9.553285895060233,
20,-108.14845934284718,-112.14892699561928,-9.542726973654807,-9.60172429512929,-9.727172827052325,-9.826895336904954,-10.422872031621432,
40,-109.26989283696285,-98.67267087258445,-9.596969060199575,-9.643956536995145,-9.65395835243816,-9.81768957147605,-10.542386111758258,
60,-86.03556728596968,-88.83829461678394,-9.939535400504178,-9.85647830640492,-10.01183356283004,-10.1286287340994,-10.643017927359557,
80,-70.92328171972494,-79.89676604973023,-10.037434744548296,-9.925189667653287,-10.040502500724877,-10.089050875311708,-10.783180218009948,
100,-79.01961924642931,-72.73083567100967,-10.158646491243713,-10.082017012112406,-10.19365275467584,-10.190196939551772,-11.000176959222516,
120,-76.54163777753881,-65.1620615090807,-10.32885498440846,-10.32826955882752,-10.364581053502034,-10.57373966284472,-10.854930470036248,
140,-67.04484267910509,-59.05537970943479,-10.42833508903759,-10.345020919394324,-10.427886803283025,-10.548161357150933,-10.972740178877451,
160,-62.569227528833494,-53.02413696089639,-10.642377153191678,-10.523874806175622,-10.625770693788633,-10.72211136976336,-11.278705169633412,
180,-46.932531139262615,-49.070260128594754,-10.560670877967855,-10.481580975260027,-10.524707011717409,-10.743674310417763,-11.234104195999803,
200,-48.8505835246451,-44.41067355277581,-10.89123450814808,-10.672303798870132,-10.690839138558946,-10.783564868549435,-11.485173998484349,
220,-43.094875146514795,-40.55342179414575,-10.789180531260262,-10.723916881201301,-10.735331261751883,-10.851718667003594,-11.622351282939585,
240,-45.7887133005913,-37.57901091066189,-10.91505499753658,-10.715828961286029,-10.86555338325052,-11.011473886440857,-11.583016708765113,
260,-37.62323385590718,-34.58724756448786,-10.925560050654557,-10.796126166308111,-10.873748618459771,-10.9745186079737,-11.80048927743415,
280,-33.48148835086178,-31.870274386305052,-11.09631608368494,-10.986712794744431,-11.096723345952908,-11.107533137304575,-11.918237430385533,
300,-21.02371269328262,-29.49239986337293,-11.370218995067788,-11.121690295705156,-11.103130061175078,-11.159716542963658,-11.916827818403755,
320,-26.999192201121925,-27.37297747363597,-11.074709281708694,-11.065526319183398,-11.222972971889542,-11.236800503450583,-11.966885597352125,
340,-31.884997983814092,-25.573442210116806,-11.307189590483857,-11.119783631527847,-11.237243632448253,-11.28962825844459,-11.73364840584537,
